"","V1","V2","V3","V4","V5","V6"
"1",8,19,21,15,21,17
"2",10,9,19,17,2,23
"3",15,20,16,23,5,5
"4",5,16,5,21,7,19
"5",12,7,8,1,8,8
"6",4,10,2,4,20,15
"7",2,22,9,18,16,7
"8",9,3,3,13,14,2
"9",20,23,23,12,9,14
"10",14,21,4,6,12,22
"11",17,5,20,5,19,6
"12",21,17,6,10,22,4
"13",7,18,12,3,1,12
"14",16,12,11,14,24,24
"15",11,24,14,8,18,11
"16",23,15,18,2,15,20
"17",1,4,15,11,10,21
"18",22,2,10,9,4,16
"19",24,11,13,19,11,1
"20",13,1,24,20,13,13
"21",3,13,22,7,6,3
"22",18,14,1,16,3,10
"23",6,8,17,22,23,9
"24",19,6,7,24,17,18
