"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",13,22,10,13,2,17,4,22,17,18,21,5
"2",2,23,4,2,14,13,19,18,19,9,4,13
"3",21,4,7,4,8,16,13,19,4,23,13,20
"4",8,5,23,3,3,3,7,12,10,7,10,8
"5",3,1,13,17,11,15,1,16,23,2,16,15
"6",5,16,22,16,6,20,23,21,6,12,8,18
"7",16,15,2,9,5,4,6,6,22,15,7,19
"8",15,2,16,10,20,24,17,17,8,16,3,6
"9",14,7,20,24,15,18,5,5,7,10,19,21
"10",9,9,21,8,22,9,22,14,21,20,20,17
"11",17,14,14,5,18,1,15,23,13,5,22,23
"12",24,17,18,1,13,22,9,10,24,14,17,9
"13",18,3,8,15,16,5,24,2,18,11,14,4
"14",7,18,6,12,23,23,12,3,16,3,12,22
"15",12,21,15,7,10,12,21,7,1,1,15,1
"16",22,10,3,18,4,21,20,11,11,6,23,11
"17",4,11,9,6,17,19,2,8,12,21,6,2
"18",6,19,5,23,12,2,16,15,9,22,18,7
"19",23,20,11,14,21,6,3,13,5,8,2,16
"20",11,6,12,21,1,11,18,9,15,19,1,24
"21",20,12,19,22,9,8,11,20,20,4,5,3
"22",19,24,24,19,19,14,14,4,14,24,9,12
"23",10,8,1,20,24,10,8,24,2,13,11,10
"24",1,13,17,11,7,7,10,1,3,17,24,14
