"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,2,4,2,4,3,3,2,4,3,2,1,4
"2",4,2,3,3,1,1,2,1,1,4,2,3,2
"3",3,1,2,2,1,2,4,3,1,3,4,1,2
"4",3,4,3,3,1,3,3,4,3,1,3,1,1
"5",2,3,2,2,4,1,4,4,1,1,2,1,3
"6",1,4,4,3,4,4,3,3,2,3,3,4,2
"7",4,3,4,4,2,3,2,4,1,2,4,4,3
"8",4,3,1,3,4,2,1,2,3,1,4,2,4
"9",3,2,1,4,2,4,3,4,4,3,2,3,1
"10",3,3,2,4,3,4,2,1,3,4,1,1,3
"11",1,2,2,4,1,3,4,1,2,1,3,3,4
"12",1,3,3,1,3,1,2,4,4,3,3,2,4
"13",2,3,4,2,2,2,3,1,4,1,1,4,2
"14",1,3,1,3,1,2,4,2,3,4,2,4,3
"15",3,1,1,1,2,1,3,2,2,2,3,4,4
"16",1,2,1,3,2,1,1,3,2,2,1,1,1
"17",2,1,4,4,3,2,2,2,1,1,2,2,1
"18",3,4,4,1,2,2,1,1,2,4,3,1,3
"19",1,2,4,2,1,4,1,4,3,2,2,2,3
"20",3,2,3,1,4,4,1,2,1,1,3,3,2
"21",2,1,3,3,3,4,4,1,4,2,4,1,3
"22",1,1,2,2,4,3,2,1,3,3,4,4,1
"23",1,4,1,1,3,3,3,1,1,2,1,2,2
"24",4,4,2,2,3,2,1,3,4,2,2,4,1
"25",4,3,3,1,2,4,4,2,2,3,1,2,1
"26",2,4,1,2,2,4,2,3,1,4,4,3,4
"27",2,1,3,3,3,3,1,4,2,4,1,4,4
"28",4,1,1,4,4,2,3,4,2,4,3,2,2
"29",2,2,4,1,3,1,4,3,3,4,4,3,1
"30",2,4,2,4,1,1,1,2,4,3,4,2,2
"31",4,1,2,1,1,3,2,3,4,1,1,3,3
"32",3,4,3,4,4,1,4,3,3,2,1,3,4
