"","V1","V2","V3","V4","V5"
"1",2,2,3,3,3
"2",1,2,1,2,4
"3",3,1,2,2,4
"4",4,4,3,4,2
"5",2,2,1,4,2
"6",3,2,2,3,2
"7",4,3,4,3,4
"8",3,2,4,4,3
"9",4,1,2,4,1
"10",3,1,4,1,3
"11",1,3,3,1,3
"12",2,1,1,1,2
"13",3,4,3,3,1
"14",4,2,3,1,4
"15",2,3,4,4,1
"16",4,1,1,3,3
"17",1,4,4,2,2
"18",1,2,2,1,1
"19",2,1,3,2,1
"20",3,4,1,1,1
"21",1,3,1,3,1
"22",1,4,2,4,3
"23",3,3,1,4,4
"24",3,3,3,2,2
"25",1,1,3,4,4
"26",4,3,2,1,2
"27",2,4,2,3,4
"28",2,3,2,2,3
"29",1,1,4,3,2
"30",4,2,4,2,1
"31",2,4,4,1,4
"32",4,4,1,2,3
