"","V1","V2","V3","V4","V5","V6","V7"
"1",4,2,3,1,1,4,2
"2",3,2,4,4,4,1,3
"3",4,2,3,4,2,3,1
"4",4,1,3,3,4,2,2
"5",3,1,4,2,3,4,1
"6",2,3,1,3,3,1,4
"7",3,4,1,2,2,2,3
"8",1,4,3,3,2,2,4
"9",1,4,4,3,4,3,2
"10",1,2,1,4,2,2,2
"11",4,1,1,3,2,4,3
"12",4,2,1,2,3,1,1
"13",2,1,4,4,1,3,4
"14",2,1,1,1,4,3,3
"15",2,4,2,3,2,4,1
"16",2,3,4,1,2,1,2
"17",2,4,3,2,4,1,1
"18",3,4,2,1,3,3,2
"19",4,4,2,4,1,1,3
"20",3,3,4,3,1,2,1
"21",3,3,1,4,4,4,2
"22",2,1,2,4,3,2,1
"23",1,3,3,4,3,4,3
"24",3,2,2,3,1,3,4
"25",4,3,2,1,4,2,4
"26",1,2,4,1,3,2,3
"27",3,1,3,1,2,1,4
"28",2,3,3,2,1,4,3
"29",1,1,2,2,1,1,2
"30",1,2,2,2,4,4,4
"31",1,3,1,1,1,3,1
"32",4,4,4,2,3,3,4
