"","V1","V2","V3","V4","V5","V6"
"1",3,4,4,1,2,3
"2",1,4,3,3,1,1
"3",2,2,1,4,1,3
"4",4,4,2,3,1,4
"5",4,1,1,1,3,3
"6",3,1,1,3,2,2
"7",2,1,2,3,3,1
"8",1,3,4,2,3,2
"9",3,2,4,1,3,1
"10",1,3,1,1,1,4
"11",2,2,1,2,3,4
"12",4,2,3,2,2,4
"13",3,3,2,2,1,3
"14",4,4,3,4,3,2
"15",2,4,3,1,4,4
"16",4,1,4,2,1,1
"17",3,4,1,2,4,1
"18",1,2,1,3,4,2
"19",1,2,2,1,2,1
"20",4,2,4,3,4,3
"21",4,3,1,4,2,1
"22",1,1,3,2,4,3
"23",3,3,3,3,3,4
"24",1,1,4,4,2,4
"25",2,3,4,4,4,1
"26",2,1,3,1,1,2
"27",3,1,2,4,4,4
"28",2,4,2,2,2,2
"29",1,4,2,4,3,3
"30",2,3,4,3,2,3
"31",3,2,3,4,1,2
"32",4,3,2,1,4,2
