"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,1,3,1,2,2,2,2,1,1,3,2,1,2,3
"2",1,1,1,3,3,1,2,2,1,2,1,3,2,2,3
"3",1,1,2,2,3,3,3,2,2,2,3,1,1,3,3
"4",2,2,3,2,1,1,3,2,3,1,1,1,3,2,3
"5",1,3,2,3,2,2,3,2,1,3,1,1,3,3,2
"6",3,3,2,2,1,1,3,1,1,2,1,2,1,1,2
"7",2,1,3,1,1,3,3,3,1,2,2,2,3,3,2
"8",2,1,3,2,2,1,2,3,2,3,1,3,1,3,1
"9",1,2,3,3,1,2,1,3,2,1,2,2,2,1,3
"10",2,3,2,3,1,3,2,3,3,3,2,1,1,2,3
"11",2,3,2,1,2,3,1,1,2,1,1,3,2,3,3
"12",3,1,1,2,1,2,1,2,3,2,3,1,2,3,1
"13",1,2,1,1,1,3,2,2,3,3,1,2,1,1,1
"14",2,3,1,2,3,2,1,2,1,3,2,3,3,1,3
"15",3,2,1,2,2,3,1,3,1,1,1,1,1,2,2
"16",1,1,2,2,2,1,1,3,3,3,3,2,3,1,2
"17",3,2,2,3,1,1,1,2,2,3,3,3,1,3,2
"18",1,3,1,1,1,2,3,3,2,2,3,3,2,2,2
"19",3,1,3,1,3,2,2,1,2,3,1,1,2,1,2
"20",2,2,3,3,3,3,1,1,1,3,3,2,2,2,1
"21",3,3,1,3,3,1,2,3,2,1,2,2,3,3,1
"22",1,3,3,2,3,2,2,1,3,1,3,2,3,3,2
"23",3,2,1,1,2,1,3,1,3,3,2,2,2,3,3
"24",2,2,2,1,3,1,3,3,1,1,3,1,2,1,1
"25",2,1,1,3,3,2,3,1,3,1,2,3,1,1,2
"26",2,2,1,3,2,3,2,1,2,2,3,1,3,1,3
"27",3,2,2,1,3,2,1,3,3,2,1,3,3,2,1
"28",3,3,3,3,2,3,3,2,3,2,2,3,2,1,1
"29",1,3,3,1,2,1,1,1,2,2,2,1,1,2,1
"30",1,1,2,2,1,3,2,1,1,1,2,3,3,2,1
