"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,2,3,3,3,2,3,3,1
"2",2,1,3,1,2,1,1,2,3
"3",1,3,1,2,1,2,1,1,2
"4",3,1,1,1,3,2,3,2,3
"5",1,1,1,2,3,2,1,2,1
"6",1,1,2,1,1,3,1,3,3
"7",3,3,3,1,2,3,1,1,2
"8",1,1,2,2,1,1,3,3,2
"9",3,3,3,2,3,1,2,2,1
"10",2,3,2,1,3,2,3,1,2
"11",1,3,2,2,2,3,3,2,3
"12",3,2,1,2,2,3,3,1,1
"13",1,2,1,3,3,1,2,1,3
"14",1,1,3,3,2,2,2,1,2
"15",2,2,1,1,1,2,2,3,3
"16",1,3,1,1,2,1,2,3,1
"17",3,2,3,3,1,2,1,2,3
"18",2,3,3,2,1,1,3,1,3
"19",3,2,2,2,3,1,1,3,2
"20",2,3,1,3,3,3,1,3,2
"21",3,1,1,3,1,3,2,2,2
"22",3,1,3,1,2,2,3,3,1
"23",2,1,2,2,3,3,2,1,3
"24",2,1,2,3,2,1,1,1,1
"25",2,2,3,2,1,3,1,3,1
"26",1,2,3,1,3,3,2,2,2
"27",2,2,1,3,2,1,3,2,2
"28",3,3,2,3,2,2,2,3,3
"29",2,3,2,3,1,3,3,2,1
"30",3,2,2,1,1,1,2,1,1
