"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,1,1,3,1,3,2,1,1,3,3,3
"2",1,3,1,2,1,1,2,3,2,3,2,2
"3",1,1,3,3,2,2,3,1,2,1,3,2
"4",1,2,3,3,1,3,3,2,3,3,2,1
"5",3,1,1,1,2,3,3,3,3,2,2,2
"6",3,3,2,1,1,2,2,2,3,3,3,1
"7",2,1,2,3,1,1,1,2,2,1,2,1
"8",2,3,1,1,2,1,2,1,1,1,2,1
"9",1,2,2,1,1,1,3,3,1,2,1,1
"10",2,2,1,3,3,1,3,2,3,3,1,2
"11",3,2,1,3,1,2,1,3,1,1,3,2
"12",3,2,3,1,2,1,3,2,2,1,3,3
"13",2,3,3,2,3,2,1,3,3,1,1,2
"14",1,2,1,1,3,2,1,2,1,3,2,3
"15",1,1,3,2,3,1,2,2,3,2,3,1
"16",3,3,3,2,3,2,3,1,1,3,2,1
"17",2,3,2,1,3,3,3,1,2,2,3,2
"18",1,2,1,2,2,3,1,1,3,2,3,1
"19",1,3,2,3,3,1,1,3,2,2,3,3
"20",3,1,1,3,3,2,2,3,2,2,1,1
"21",2,1,3,1,1,2,1,1,3,2,2,3
"22",2,2,3,1,2,3,1,3,2,3,1,1
"23",1,1,2,1,3,3,2,2,1,1,1,2
"24",1,3,2,3,2,2,2,1,3,1,1,3
"25",3,1,2,2,2,1,1,1,2,3,1,2
"26",2,1,2,2,2,2,3,3,1,3,3,3
"27",3,3,3,3,2,3,1,2,1,2,2,2
"28",3,2,3,2,1,1,2,1,1,2,1,3
"29",3,2,2,2,3,3,2,3,3,1,2,3
"30",2,3,1,2,1,3,3,2,2,1,1,3
