"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,3,3,2,1,3,2,1,2
"2",2,1,1,3,3,3,1,3,2,2
"3",3,2,2,3,1,1,2,2,1,1
"4",3,1,2,3,2,3,3,3,2,1
"5",3,3,2,1,2,3,3,2,3,3
"6",3,3,1,2,1,1,1,3,3,2
"7",3,1,1,1,3,1,2,1,2,3
"8",2,2,3,1,2,3,2,1,3,2
"9",2,1,3,1,3,2,3,2,1,1
"10",3,1,3,2,1,2,1,2,3,3
"11",1,2,1,1,1,2,3,2,2,3
"12",1,1,2,3,1,2,3,1,3,2
"13",1,1,3,2,2,1,1,1,2,1
"14",3,3,2,1,2,2,1,1,1,3
"15",1,3,3,2,3,3,2,2,3,1
"16",2,1,1,3,2,1,2,2,3,3
"17",2,3,3,3,1,3,2,3,1,3
"18",3,3,3,3,3,2,2,1,2,2
"19",2,2,3,2,2,1,3,3,2,3
"20",2,2,1,3,1,2,1,1,1,1
"21",2,3,2,1,3,1,1,2,2,2
"22",1,2,1,2,2,3,1,2,1,2
"23",1,1,2,2,3,3,2,1,1,3
"24",3,2,3,1,1,3,1,3,2,1
"25",3,2,1,2,3,2,3,3,1,2
"26",1,3,1,1,2,2,2,3,3,1
"27",2,2,2,2,3,1,3,1,3,1
"28",1,2,2,3,3,2,1,3,3,3
"29",2,3,1,2,1,3,3,1,2,1
"30",1,1,2,1,1,1,2,3,1,2
