"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,1,2,3,3,2,2,3,1,2,1,2
"2",1,2,2,1,1,3,1,2,3,3,1,2,3
"3",2,1,2,3,3,2,3,3,3,2,2,1,3
"4",3,2,2,3,2,3,2,3,3,3,3,3,1
"5",2,3,1,1,2,2,2,3,1,1,3,1,3
"6",2,3,2,3,1,1,1,3,2,1,2,3,1
"7",1,3,3,2,2,3,1,3,2,3,2,1,2
"8",3,2,3,1,3,2,3,1,2,3,2,3,3
"9",3,3,3,2,1,2,1,2,1,2,3,3,2
"10",3,2,2,2,2,1,1,1,1,1,2,1,3
"11",3,2,3,3,3,1,1,2,2,2,1,1,1
"12",3,1,2,1,1,2,2,3,1,3,1,1,2
"13",1,1,2,3,3,2,1,2,1,1,3,2,1
"14",2,1,3,2,1,1,2,2,2,3,3,2,3
"15",2,2,2,1,1,3,3,1,1,2,3,1,1
"16",1,2,1,3,1,1,3,2,3,3,3,1,2
"17",3,2,1,2,1,2,3,3,2,1,1,2,1
"18",1,1,3,2,2,1,3,3,1,2,2,2,1
"19",3,3,2,1,2,1,3,2,3,2,1,3,3
"20",1,3,2,2,3,2,3,1,2,1,3,3,2
"21",1,1,1,1,1,1,2,1,2,2,2,3,2
"22",3,1,1,3,2,3,1,1,2,2,3,2,3
"23",2,2,3,1,3,1,1,3,3,1,3,2,2
"24",2,3,1,1,3,3,3,2,2,3,2,2,1
"25",2,1,1,2,2,2,1,1,3,3,1,3,1
"26",1,3,3,3,1,3,2,1,3,1,2,2,3
"27",2,3,1,3,3,1,2,1,1,3,1,2,2
"28",1,3,3,1,2,2,2,1,3,2,1,1,1
"29",1,2,1,2,3,3,2,3,1,2,1,3,3
"30",2,1,3,3,2,3,3,2,1,1,1,3,2
