"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,3,3,1,1,2
"2",1,3,2,3,1,3,1
"3",2,1,1,3,3,3,2
"4",3,3,3,1,1,2,1
"5",3,3,1,2,2,3,1
"6",2,2,2,3,2,2,1
"7",1,1,2,1,2,3,2
"8",2,3,2,2,3,1,3
"9",3,3,3,3,2,2,3
"10",1,2,2,1,1,2,3
"11",1,1,2,3,2,1,3
"12",3,1,2,2,1,3,3
"13",1,2,3,1,3,1,2
"14",1,1,1,2,2,2,1
"15",3,1,2,3,3,1,1
"16",2,3,1,1,3,2,2
"17",1,3,3,2,3,2,1
"18",2,2,3,3,3,3,3
"19",2,1,1,1,1,2,3
"20",3,2,1,3,1,2,2
"21",1,3,1,3,2,1,2
"22",3,2,2,1,3,3,1
"23",3,2,1,1,2,1,3
"24",1,2,1,2,3,3,3
"25",3,1,3,2,3,2,2
"26",2,3,3,1,2,3,3
"27",2,1,3,1,2,1,1
"28",3,3,2,2,1,1,2
"29",2,2,1,2,1,1,1
"30",1,2,3,2,1,3,2
