"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,2,3,1,2,3,3,3,1,2,1,1,1,2,3,1
"2",2,3,1,2,3,3,1,2,1,2,1,2,3,3,1,3
"3",3,2,2,1,2,1,1,1,1,2,3,3,3,3,2,1
"4",3,3,3,2,3,1,2,2,3,3,3,1,3,2,3,2
"5",1,3,1,3,3,1,1,3,3,2,2,1,1,2,2,2
"6",2,1,3,1,2,2,1,2,3,1,3,2,1,3,1,2
"7",1,2,3,2,1,1,3,2,3,2,2,3,2,1,1,1
"8",1,3,3,2,2,2,2,1,1,3,1,3,1,1,2,2
"9",2,3,1,1,1,2,2,1,3,3,2,2,2,3,3,1
"10",1,3,1,2,2,2,3,3,2,1,3,1,2,3,1,1
"11",1,1,2,2,3,1,3,1,3,1,1,2,3,2,2,1
"12",2,2,1,3,3,1,2,3,1,1,3,3,2,1,3,2
"13",3,1,2,2,1,3,3,3,1,3,3,2,2,1,2,2
"14",3,1,1,3,2,3,3,1,3,2,1,3,2,2,1,2
"15",3,2,1,1,1,1,3,2,2,3,1,1,1,3,2,3
"16",3,1,2,2,3,2,2,3,2,2,1,3,1,3,3,1
"17",3,2,1,2,2,3,1,1,3,1,2,2,1,1,3,3
"18",1,2,3,3,3,3,3,1,2,3,2,2,3,3,1,2
"19",2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,3
"20",2,3,2,3,1,3,1,2,2,3,3,3,1,2,2,1
"21",2,3,2,3,2,2,3,1,2,2,3,1,3,1,3,3
"22",1,2,2,1,3,2,2,3,3,3,3,2,1,1,1,3
"23",3,3,2,1,1,1,1,3,2,1,1,2,3,1,1,2
"24",1,1,1,1,1,3,2,2,2,2,3,3,3,2,3,3
"25",2,2,3,3,1,3,2,3,3,1,1,3,3,3,2,3
"26",1,1,3,3,2,1,1,3,2,3,2,2,2,2,3,3
"27",1,2,2,3,1,2,1,2,1,1,1,1,2,3,3,2
"28",3,3,3,1,3,2,3,2,1,1,2,3,2,2,2,3
"29",2,1,3,1,3,3,1,1,2,2,2,1,2,1,2,1
"30",3,1,1,3,2,2,2,2,1,3,2,1,3,1,1,1
