"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,2,1,1,2,3,2,3,3,2,3,2,1,3,3,1,3
"2",1,1,3,3,1,2,2,3,2,2,1,1,2,3,2,3,3,3
"3",3,1,3,1,2,3,1,1,3,2,1,3,3,2,3,2,2,3
"4",2,1,2,2,2,3,3,3,3,1,2,1,1,3,1,1,2,3
"5",1,2,3,3,1,3,1,3,2,1,2,2,1,2,3,1,1,2
"6",2,1,1,2,2,2,3,3,2,3,3,3,3,2,3,1,3,1
"7",3,1,1,1,3,1,1,3,2,2,2,1,3,2,2,3,1,2
"8",2,3,3,3,3,1,3,2,2,2,3,3,1,2,1,2,1,3
"9",3,2,1,2,1,2,1,1,2,1,3,3,1,3,2,2,1,3
"10",3,2,3,1,3,2,2,3,1,1,1,2,2,1,1,1,3,3
"11",2,2,3,1,1,1,2,3,1,3,2,3,3,3,1,2,2,1
"12",2,1,1,3,1,1,1,2,1,3,1,1,1,1,2,1,2,2
"13",3,3,2,1,1,3,1,2,2,2,3,1,2,1,1,1,3,1
"14",2,3,3,2,3,3,1,2,3,3,1,2,2,3,2,1,1,1
"15",3,1,2,3,3,3,3,2,1,1,3,3,2,3,2,3,2,2
"16",1,2,1,1,3,2,3,2,1,2,1,1,1,3,3,2,2,1
"17",2,3,3,1,2,2,3,1,2,3,3,1,1,1,2,3,2,2
"18",1,3,1,2,2,3,2,3,1,3,3,2,3,1,2,2,1,3
"19",2,3,1,1,2,1,1,2,1,1,2,2,2,3,3,3,3,3
"20",1,3,2,3,2,2,1,3,3,1,1,3,2,1,1,2,2,1
"21",3,2,1,3,1,3,3,2,3,3,1,2,3,2,1,2,3,2
"22",1,3,2,2,1,1,3,1,2,1,1,3,3,2,2,1,3,2
"23",3,3,2,2,1,1,2,3,3,2,3,2,1,2,3,3,2,1
"24",1,1,1,1,2,1,2,1,3,2,3,2,2,3,1,1,1,2
"25",1,1,2,2,3,2,1,1,1,3,2,2,1,2,1,3,3,2
"26",3,1,3,3,2,1,3,1,1,2,2,2,2,1,3,2,1,1
"27",2,2,2,2,2,3,2,1,1,1,1,1,3,2,1,3,1,1
"28",2,2,1,3,3,3,2,1,3,2,2,3,1,1,2,3,3,1
"29",3,3,2,3,3,2,2,1,2,3,2,1,3,3,3,1,2,3
"30",1,2,3,2,3,1,2,2,3,1,3,1,3,1,3,2,3,2
