"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,3,1,2,3,1,3,3,1,1,2,1,1
"2",3,1,1,2,3,3,1,3,2,1,2,3,2,1
"3",2,1,1,3,1,3,1,1,2,2,2,2,3,3
"4",3,2,2,1,1,1,2,1,2,2,3,3,1,1
"5",1,1,2,1,1,2,3,2,2,1,1,3,3,2
"6",3,2,2,2,3,1,2,3,3,1,3,2,3,2
"7",3,3,2,1,2,1,3,3,2,3,2,1,2,3
"8",1,2,1,1,3,1,1,2,3,2,2,1,3,3
"9",1,1,3,2,2,3,3,2,3,2,3,1,3,1
"10",1,2,1,2,1,2,2,3,1,2,1,1,1,3
"11",1,3,1,2,2,1,2,1,2,3,1,2,3,1
"12",2,3,2,2,2,2,1,3,1,2,3,3,3,3
"13",2,2,2,3,1,3,3,3,3,3,1,1,2,2
"14",3,1,1,3,2,2,2,2,3,3,3,3,2,3
"15",2,2,3,2,1,1,3,1,1,1,3,2,2,3
"16",2,3,1,1,3,3,2,2,1,1,3,1,1,2
"17",1,1,3,3,2,1,2,3,1,2,2,3,1,2
"18",3,1,2,3,2,1,1,1,1,1,1,1,1,2
"19",2,3,3,2,1,1,1,2,3,3,2,3,1,2
"20",1,3,2,3,3,3,2,1,3,1,2,3,2,3
"21",2,1,2,2,3,2,3,1,3,3,2,1,1,1
"22",2,1,3,1,3,2,2,3,2,3,1,2,3,3
"23",1,2,3,3,3,2,1,1,2,3,3,1,2,2
"24",1,3,1,3,2,2,3,3,2,1,3,2,1,1
"25",3,2,3,1,2,3,3,1,1,3,2,3,3,2
"26",3,3,3,3,1,2,2,2,1,1,2,1,3,1
"27",3,3,3,2,3,3,3,2,2,2,1,2,1,3
"28",3,3,1,1,1,2,1,1,3,2,1,2,2,2
"29",1,1,2,1,1,3,1,2,1,3,3,2,2,1
"30",2,2,1,3,3,1,3,2,1,2,1,3,2,1
