"","V1","V2","V3","V4","V5","V6","V7"
"1",9,14,7,19,25,2,5
"2",8,2,2,14,12,18,24
"3",17,9,6,1,8,14,4
"4",1,8,22,16,21,9,9
"5",13,10,20,18,10,25,23
"6",25,7,5,22,17,23,13
"7",24,15,23,8,6,11,25
"8",14,1,18,3,13,1,12
"9",2,17,4,25,7,16,11
"10",22,3,16,20,2,12,7
"11",19,4,24,11,24,15,18
"12",7,22,12,21,22,13,26
"13",15,16,10,12,26,26,15
"14",26,19,11,15,11,6,1
"15",16,13,26,24,14,19,3
"16",5,5,13,9,19,22,2
"17",12,26,1,10,15,10,8
"18",4,11,9,5,1,8,16
"19",3,18,17,2,16,20,21
"20",23,23,15,4,23,17,10
"21",18,21,19,26,18,7,17
"22",6,24,25,13,9,3,14
"23",10,20,21,7,4,24,6
"24",11,6,14,23,5,5,20
"25",21,12,3,6,20,4,22
"26",20,25,8,17,3,21,19
