"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",11,14,4,24,16,21,2,8,8,25,17
"2",12,15,21,18,3,10,19,24,20,23,3
"3",7,20,25,23,15,16,25,6,22,8,12
"4",9,22,5,10,24,8,20,25,9,4,14
"5",14,1,2,11,1,20,21,14,23,15,20
"6",16,25,13,25,2,4,5,12,15,3,11
"7",1,26,14,13,19,12,14,18,26,26,19
"8",5,12,16,8,10,17,3,23,18,1,24
"9",19,4,8,3,5,15,6,22,7,22,13
"10",24,8,22,6,7,7,12,9,25,6,16
"11",17,3,20,17,20,14,18,1,6,2,18
"12",20,11,6,19,23,5,11,5,19,20,23
"13",21,23,15,9,8,22,22,2,12,21,6
"14",8,19,19,15,4,9,7,4,3,16,25
"15",6,6,10,22,9,3,23,20,11,10,22
"16",10,5,11,5,18,11,4,3,21,11,2
"17",2,10,9,14,6,25,15,10,4,5,4
"18",18,18,7,16,22,23,8,21,24,7,8
"19",26,16,12,4,26,18,24,11,14,13,26
"20",23,7,18,26,13,26,16,26,17,17,15
"21",3,17,3,1,12,2,17,7,16,18,9
"22",4,2,23,20,25,19,9,13,13,19,7
"23",13,24,24,2,14,24,10,17,5,9,21
"24",25,21,1,21,11,13,13,16,1,12,1
"25",22,13,26,12,17,1,1,19,10,14,5
"26",15,9,17,7,21,6,26,15,2,24,10
