"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",8,4,19,12,19,23,13,22,9,3,18,16,4,26
"2",2,12,16,6,9,9,2,11,7,22,8,17,24,24
"3",12,6,23,20,4,20,19,9,19,26,5,12,6,18
"4",10,10,14,22,23,7,21,7,2,6,7,18,9,3
"5",11,19,22,2,5,15,14,3,13,5,21,24,22,5
"6",18,5,3,13,12,3,25,14,18,17,17,20,26,1
"7",17,20,15,24,18,16,17,23,21,7,9,3,25,22
"8",15,1,12,9,3,5,18,26,1,12,24,6,15,14
"9",6,24,8,10,22,21,23,15,14,15,1,26,16,21
"10",4,14,21,5,21,6,20,19,23,24,19,8,17,9
"11",20,21,9,25,6,10,16,21,8,23,11,23,3,10
"12",14,17,2,1,14,24,12,25,25,20,6,14,10,4
"13",3,2,11,26,13,25,9,4,24,11,14,22,18,12
"14",19,7,5,3,25,18,15,5,4,19,13,7,20,19
"15",25,11,7,4,7,17,6,16,22,8,22,19,7,20
"16",24,22,13,19,20,22,7,10,10,25,23,13,23,7
"17",22,26,18,16,1,8,22,6,26,13,16,15,14,25
"18",23,3,17,11,17,11,8,2,16,14,2,5,2,6
"19",13,23,10,8,26,4,1,8,20,2,12,11,5,13
"20",21,13,26,7,10,26,26,13,11,1,10,1,13,11
"21",7,8,4,18,2,12,5,20,15,4,4,9,21,8
"22",1,18,1,17,16,14,24,12,6,10,26,10,1,16
"23",9,15,6,23,11,2,11,1,12,21,20,2,11,23
"24",5,25,20,14,8,19,4,17,3,16,15,4,8,2
"25",16,9,25,21,24,13,3,24,17,18,25,25,12,15
"26",26,16,24,15,15,1,10,18,5,9,3,21,19,17
