"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",22,7,8,11,20,12,18,22,19,24,15,19,7,22,7,21,23,4,3,7,20,17
"2",16,16,19,7,9,17,19,7,2,4,25,17,17,21,9,3,3,18,2,6,7,16
"3",11,9,25,3,5,16,7,18,24,19,5,10,14,25,5,4,13,13,16,25,24,22
"4",25,1,9,13,1,24,2,16,15,2,19,12,21,15,24,16,17,26,5,17,14,21
"5",14,22,2,20,25,15,8,21,4,12,23,2,13,12,2,14,2,7,8,21,16,25
"6",19,21,23,16,8,2,11,15,13,9,12,24,3,14,13,23,6,21,26,5,25,26
"7",7,11,7,6,21,9,5,6,11,6,21,20,12,6,6,6,24,22,23,15,22,10
"8",17,17,21,22,7,21,9,5,17,20,20,5,6,5,18,7,19,8,6,8,21,6
"9",21,2,17,24,16,22,22,17,10,23,10,15,8,3,3,8,8,23,20,19,6,15
"10",23,8,26,1,26,1,12,20,6,14,16,14,26,1,15,12,14,14,9,1,11,1
"11",12,10,6,12,4,3,6,3,8,22,4,18,15,4,19,17,4,1,11,11,3,19
"12",5,3,14,25,2,7,24,10,12,7,14,7,20,19,1,15,9,5,12,9,23,3
"13",4,24,15,5,19,14,3,9,14,26,3,8,5,18,14,18,7,25,1,16,12,2
"14",3,5,20,10,11,18,13,24,21,5,22,25,9,8,17,20,5,6,15,24,9,7
"15",13,14,5,8,10,11,20,25,23,21,13,1,23,11,23,10,1,24,25,10,19,8
"16",26,18,12,15,23,13,26,8,16,13,1,26,18,9,26,1,10,11,10,26,26,13
"17",2,6,10,19,22,8,14,12,18,17,24,9,4,16,25,2,12,16,17,2,2,24
"18",18,19,4,17,14,23,10,1,25,15,17,22,24,26,4,19,11,15,19,14,1,4
"19",9,26,1,2,13,26,25,13,26,1,9,13,1,2,10,13,16,9,13,4,13,18
"20",20,25,16,23,17,4,4,23,20,3,8,11,16,20,16,5,18,2,21,13,5,11
"21",1,15,13,26,12,20,1,26,1,16,2,16,19,10,11,26,26,17,14,3,18,14
"22",24,20,11,4,3,6,23,14,9,18,26,6,11,13,12,25,25,12,18,23,4,9
"23",15,4,18,9,24,25,15,2,3,8,6,3,10,23,22,24,15,10,24,12,17,12
"24",8,13,22,18,18,5,17,4,22,10,11,4,22,7,8,22,20,20,4,22,8,20
"25",10,12,3,21,6,10,16,19,5,11,7,23,2,24,21,9,21,19,7,20,10,5
"26",6,23,24,14,15,19,21,11,7,25,18,21,25,17,20,11,22,3,22,18,15,23
