"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",22,1,22,11,19,16,26,6,13,10,10,22,20,24,21,16
"2",24,18,2,23,12,18,19,22,21,7,24,14,25,18,16,9
"3",20,15,14,2,14,14,13,1,26,1,19,1,2,9,26,14
"4",21,21,7,10,11,3,25,25,14,24,9,10,3,11,3,13
"5",8,23,21,25,3,15,17,18,10,5,12,2,18,6,5,17
"6",16,13,5,17,24,10,21,17,8,8,3,19,6,5,24,24
"7",26,8,20,4,10,21,22,14,2,22,25,12,14,4,12,20
"8",19,4,12,22,17,7,8,21,3,21,16,5,21,10,22,6
"9",15,24,8,7,8,26,10,13,15,11,4,6,16,25,23,1
"10",4,17,23,8,22,4,7,24,17,6,22,11,17,13,19,22
"11",7,16,24,16,6,13,16,19,9,25,21,21,8,21,25,3
"12",6,2,4,12,15,17,3,9,11,9,23,9,7,3,7,4
"13",1,19,1,1,13,11,1,16,1,16,6,25,19,15,13,15
"14",17,14,6,18,4,25,9,2,12,20,20,20,22,14,2,23
"15",5,10,15,13,16,19,15,20,25,23,2,8,24,23,9,25
"16",12,11,26,9,5,2,12,3,7,14,1,13,26,1,17,10
"17",11,6,10,3,25,22,14,26,6,2,13,17,13,20,1,8
"18",18,5,19,15,2,23,5,23,24,12,8,24,5,8,15,12
"19",25,12,25,19,26,12,2,12,18,17,5,3,11,16,4,7
"20",14,25,17,6,23,9,18,10,23,19,18,23,23,7,8,5
"21",3,7,11,21,9,5,23,5,22,4,7,18,15,12,11,2
"22",13,9,13,26,18,1,11,15,16,13,26,26,1,26,6,18
"23",2,20,18,20,21,24,24,4,4,15,17,7,4,17,14,11
"24",9,3,3,5,1,8,20,11,19,18,15,4,10,19,18,21
"25",10,22,9,24,20,20,6,7,20,26,11,16,12,2,20,19
"26",23,26,16,14,7,6,4,8,5,3,14,15,9,22,10,26
