"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,16,10,17,1,1,11,5,15
"2",7,18,1,5,12,9,16,22,23
"3",14,14,9,13,17,21,1,26,26
"4",13,6,7,4,19,2,21,17,5
"5",12,5,21,15,8,24,7,4,22
"6",17,9,26,1,13,22,10,19,7
"7",22,8,17,20,4,10,22,15,25
"8",6,4,12,21,21,26,20,20,17
"9",18,23,5,19,25,12,8,18,21
"10",4,24,15,3,5,17,4,16,18
"11",26,19,20,25,20,18,12,23,14
"12",20,25,11,14,9,7,24,25,9
"13",10,21,4,10,23,23,23,7,13
"14",25,3,3,11,10,4,6,13,16
"15",1,10,19,8,24,6,14,12,24
"16",9,2,24,9,2,13,18,24,12
"17",8,26,18,12,18,11,9,1,6
"18",16,11,2,23,6,19,17,2,10
"19",21,15,23,6,22,8,2,6,11
"20",3,7,6,26,15,14,3,10,8
"21",2,17,22,18,11,20,25,14,4
"22",24,12,13,2,16,15,26,3,20
"23",11,13,16,22,7,5,5,21,2
"24",23,20,8,7,3,25,13,11,3
"25",19,1,14,16,26,16,15,8,1
"26",15,22,25,24,14,3,19,9,19
