"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",22,19,4,4,19,19,21,22,17,15
"2",7,2,10,20,25,22,20,9,12,6
"3",14,1,17,5,1,2,9,18,13,18
"4",19,22,7,22,6,7,16,20,11,25
"5",26,23,15,6,13,25,1,8,10,13
"6",2,20,9,13,8,18,6,4,6,21
"7",15,25,20,18,20,13,24,6,2,17
"8",20,21,26,11,24,3,12,10,22,11
"9",16,12,8,1,21,8,5,13,8,1
"10",3,7,23,14,16,26,15,19,26,16
"11",13,16,2,19,26,12,2,17,24,19
"12",18,3,11,10,7,16,4,26,21,9
"13",11,10,5,23,11,24,10,23,1,12
"14",23,6,3,15,15,4,14,3,3,8
"15",8,24,18,17,17,10,8,24,19,3
"16",24,13,13,16,2,23,25,12,20,24
"17",17,15,16,24,10,17,18,2,25,2
"18",1,18,12,26,14,1,26,15,14,10
"19",9,5,6,3,12,9,22,7,23,20
"20",5,14,14,9,23,5,19,25,5,23
"21",10,17,25,2,5,21,17,16,4,7
"22",12,9,19,7,22,20,11,1,15,26
"23",21,4,24,25,18,15,7,14,7,22
"24",6,11,22,21,4,6,3,5,18,14
"25",4,26,1,8,3,14,13,11,16,5
"26",25,8,21,12,9,11,23,21,9,4
