"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,1,3,1,3,3,2,2,2,1,1
"2",3,1,2,2,3,3,2,1,1,1,2,1
"3",1,1,1,2,2,2,3,2,2,1,3,1
"4",2,1,1,3,2,1,3,1,1,2,2,3
"5",2,3,1,2,1,2,2,1,3,3,2,1
"6",1,1,1,1,1,3,2,3,2,3,3,2
"7",1,1,3,1,3,2,3,3,3,3,2,3
"8",3,2,1,2,1,2,1,3,1,2,3,2
"9",2,2,1,3,3,3,1,2,1,3,3,2
"10",3,3,3,2,2,3,1,3,3,3,1,2
"11",1,3,3,3,3,2,3,1,2,2,1,2
"12",1,1,3,2,2,1,1,1,1,3,2,2
"13",2,2,3,3,2,2,2,3,1,1,1,3
"14",1,2,1,3,2,3,3,2,3,2,2,3
"15",3,1,3,1,2,3,2,1,3,2,3,2
"16",1,2,2,2,1,1,3,3,3,1,1,2
"17",2,3,2,1,2,1,1,3,3,2,3,1
"18",2,1,1,3,3,1,2,3,3,3,1,1
"19",3,2,2,3,1,3,2,1,2,3,2,3
"20",3,1,3,1,1,2,1,2,1,1,2,1
"21",2,3,3,3,1,1,1,1,2,1,2,2
"22",3,2,2,3,2,2,3,3,1,3,2,1
"23",3,2,3,3,3,1,1,2,3,2,2,1
"24",1,3,2,3,2,1,2,1,1,1,3,1
"25",1,2,2,1,2,2,1,1,2,3,1,1
"26",2,3,2,1,1,3,3,3,1,2,2,2
"27",3,3,1,1,2,1,2,2,1,3,1,2
"28",2,1,1,2,1,2,1,2,1,1,1,3
"29",1,2,1,1,3,3,2,3,2,1,2,1
"30",2,1,2,1,3,3,1,1,2,2,1,3
"31",3,1,2,2,3,1,3,2,2,3,3,2
"32",2,2,3,2,1,3,3,1,3,1,3,1
"33",1,2,3,1,1,1,2,2,1,2,3,3
"34",1,1,2,3,2,3,1,2,3,1,1,2
"35",1,3,1,2,3,1,1,3,2,2,2,3
"36",3,3,3,2,2,3,3,3,2,1,3,3
"37",3,2,1,1,3,2,3,1,3,1,1,2
"38",2,3,2,2,3,2,3,1,1,3,3,3
"39",2,2,3,1,1,1,3,2,2,3,1,1
"40",2,3,2,1,3,2,2,2,3,1,2,3
"41",3,1,2,2,1,1,2,3,3,2,1,3
"42",2,1,3,3,3,2,2,3,2,2,3,2
"43",1,3,2,3,1,2,1,2,3,3,3,3
"44",1,3,3,2,3,3,2,2,1,2,1,1
"45",3,2,1,1,2,1,1,1,2,1,3,3
