"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,2,1,3,3,3
"2",3,3,3,2,2,3,3
"3",3,1,2,3,1,3,1
"4",2,2,2,2,2,1,1
"5",3,2,3,3,2,1,1
"6",1,3,2,2,2,3,2
"7",3,1,2,1,2,1,1
"8",2,1,2,2,3,3,2
"9",3,3,1,3,3,1,3
"10",3,1,1,3,2,2,2
"11",3,2,3,3,3,3,2
"12",1,2,3,1,2,2,1
"13",2,2,1,3,3,3,1
"14",3,3,1,1,2,3,1
"15",2,3,2,1,3,2,2
"16",2,3,1,3,2,1,2
"17",3,1,3,1,3,2,3
"18",1,2,3,2,3,1,3
"19",1,1,1,2,2,1,2
"20",1,2,1,2,1,3,1
"21",3,2,2,2,1,2,2
"22",2,3,3,2,3,1,1
"23",1,1,1,1,3,2,1
"24",2,2,1,1,1,1,2
"25",1,1,2,3,3,1,1
"26",1,2,2,3,1,3,2
"27",2,1,1,2,3,2,3
"28",2,1,3,1,2,3,2
"29",3,3,2,2,3,2,1
"30",1,1,3,3,2,3,3
"31",1,3,1,3,1,2,1
"32",2,1,2,3,1,1,3
"33",2,1,3,2,1,2,1
"34",3,2,1,1,3,1,2
"35",1,3,3,3,3,2,2
"36",1,1,3,1,1,1,2
"37",1,2,1,2,2,2,3
"38",2,2,3,3,1,2,3
"39",2,3,1,1,1,3,3
"40",3,2,2,1,2,2,3
"41",1,3,2,1,1,1,3
"42",3,1,1,2,1,3,3
"43",2,3,2,3,2,2,3
"44",2,3,3,1,1,3,1
"45",3,3,3,2,1,1,2
