"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,1,2,3,1,2,3
"2",1,3,2,1,3,2,3,3
"3",3,1,3,2,1,2,3,3
"4",3,1,1,3,2,3,2,2
"5",2,1,3,3,1,3,2,1
"6",3,2,1,3,1,3,1,3
"7",1,2,1,2,3,3,3,2
"8",3,1,3,2,3,3,1,1
"9",1,2,2,1,2,3,2,1
"10",1,3,3,1,2,2,1,1
"11",2,2,3,3,1,1,3,1
"12",3,1,2,3,3,2,3,2
"13",3,2,3,1,3,2,2,1
"14",2,3,1,2,3,2,3,1
"15",2,1,1,1,1,2,3,1
"16",3,3,2,1,1,2,1,2
"17",2,3,1,1,2,1,2,2
"18",1,1,1,3,2,2,2,1
"19",2,2,1,1,3,1,1,1
"20",3,3,2,3,3,1,2,3
"21",2,3,1,2,1,3,1,3
"22",3,1,3,1,2,1,1,3
"23",2,2,2,2,2,3,1,2
"24",2,1,2,3,2,2,1,3
"25",1,1,1,1,3,3,1,2
"26",1,2,3,3,3,1,2,2
"27",1,3,3,2,1,3,2,3
"28",2,1,2,1,3,3,3,3
"29",1,1,2,2,1,1,1,1
"30",1,2,1,3,1,2,1,2
"31",3,2,1,2,2,2,2,3
"32",3,3,2,3,2,1,1,1
"33",3,2,2,2,2,1,3,1
"34",1,3,1,3,2,1,3,3
"35",2,3,3,3,3,2,1,2
"36",3,3,2,2,3,3,2,1
"37",2,3,3,2,1,1,2,2
"38",1,2,3,2,3,1,1,3
"39",1,1,2,1,1,1,2,2
"40",3,2,1,1,1,1,3,2
"41",1,1,3,2,2,2,3,2
"42",1,3,2,3,1,3,3,1
"43",3,3,3,1,2,3,3,2
"44",2,2,3,3,2,3,3,3
"45",2,2,2,1,1,2,2,3
