"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,1,3,1,2,2,3,3
"2",2,2,2,3,3,3,3,2,2
"3",3,1,1,2,2,3,2,2,3
"4",1,2,3,2,1,1,2,3,1
"5",3,3,3,2,2,3,3,3,2
"6",2,1,1,3,2,1,3,1,2
"7",1,3,2,2,2,3,1,2,3
"8",1,1,3,2,1,3,3,1,3
"9",2,3,1,2,2,2,2,1,1
"10",3,3,2,1,2,1,2,3,3
"11",3,1,1,2,3,2,3,3,1
"12",1,2,3,3,2,3,2,1,2
"13",3,3,2,3,3,2,1,1,3
"14",1,3,2,3,1,2,3,1,1
"15",3,2,2,1,3,3,2,1,1
"16",2,2,3,1,1,3,1,3,3
"17",2,1,2,1,1,3,3,3,1
"18",3,3,3,3,1,3,2,2,1
"19",1,1,2,2,3,3,2,3,2
"20",1,1,2,3,2,2,1,3,1
"21",3,2,1,3,3,1,1,2,2
"22",3,2,3,2,3,1,3,1,3
"23",3,2,2,2,1,2,3,1,2
"24",2,1,2,1,3,1,1,1,3
"25",1,1,3,3,3,2,2,2,3
"26",3,3,1,1,1,3,1,2,2
"27",1,2,2,1,2,1,3,2,1
"28",1,3,3,2,3,2,1,2,1
"29",2,3,3,3,1,1,1,1,2
"30",3,1,3,3,2,1,3,2,1
"31",1,3,1,1,2,3,3,1,3
"32",2,3,3,1,3,2,3,3,2
"33",1,2,1,1,1,2,1,2,2
"34",1,1,1,1,1,1,2,1,2
"35",2,2,1,3,2,3,1,3,1
"36",2,1,2,3,1,2,2,2,3
"37",2,1,3,1,2,2,2,2,2
"38",2,2,3,2,2,1,1,3,3
"39",1,2,1,1,3,2,3,3,3
"40",3,2,3,1,2,2,1,1,1
"41",2,1,1,2,3,3,1,1,1
"42",3,1,2,2,1,1,1,3,2
"43",2,3,1,2,1,1,3,2,3
"44",2,3,2,1,3,1,2,2,1
"45",1,3,1,3,3,1,2,3,2
