"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,3,2,2,2,3,2,3,2,1,3,1
"2",1,3,2,1,2,3,1,2,2,1,3,3,1
"3",2,2,3,1,2,1,1,2,1,3,1,2,3
"4",3,3,2,3,3,2,1,2,3,2,1,2,2
"5",1,3,1,2,2,1,2,3,2,2,3,2,3
"6",3,2,1,2,3,2,2,1,1,3,1,2,3
"7",3,1,3,3,1,1,2,2,2,1,2,3,3
"8",3,3,1,1,3,1,1,1,2,3,2,3,2
"9",1,3,1,3,1,2,3,2,2,3,3,1,1
"10",3,2,2,3,1,3,2,1,1,2,2,1,1
"11",1,2,3,2,3,3,1,2,2,3,1,1,1
"12",1,1,3,2,1,1,1,1,1,2,2,2,1
"13",2,1,1,1,1,3,1,1,2,2,1,1,2
"14",2,3,3,2,1,2,1,3,1,2,3,3,2
"15",1,1,3,3,2,2,3,1,2,1,1,1,3
"16",1,3,2,3,3,3,3,2,1,2,2,3,3
"17",3,2,1,2,1,3,2,2,1,1,3,3,3
"18",3,2,3,3,2,3,1,3,2,2,3,1,3
"19",2,3,2,1,1,2,2,1,2,1,2,1,3
"20",2,1,2,3,2,3,1,3,1,1,2,2,1
"21",2,3,3,3,2,1,2,3,3,3,2,1,1
"22",3,1,2,2,1,2,1,1,3,3,3,2,1
"23",3,1,1,2,3,3,2,3,3,1,2,1,2
"24",1,2,3,1,1,2,2,2,3,1,3,2,2
"25",2,2,2,1,2,1,3,1,3,2,3,3,1
"26",3,2,3,1,3,2,3,3,2,1,2,2,1
"27",1,2,3,2,2,3,3,1,3,3,2,3,2
"28",3,1,2,1,2,1,2,2,3,3,3,1,3
"29",1,2,2,3,1,1,3,3,1,3,1,2,2
"30",1,1,2,1,3,1,2,3,1,1,1,3,2
"31",1,2,1,1,3,2,1,3,1,2,3,1,1
"32",2,2,1,3,1,2,1,3,3,3,2,3,3
"33",2,1,2,2,3,2,3,3,2,3,3,3,3
"34",2,3,3,2,3,1,3,2,1,1,3,1,2
"35",1,2,2,2,3,1,1,1,3,1,2,1,3
"36",2,1,1,1,2,2,3,2,1,3,2,1,2
"37",3,3,2,2,1,1,3,3,2,2,1,1,2
"38",2,3,1,2,1,3,3,2,3,1,1,2,1
"39",2,3,3,1,3,3,2,1,3,2,1,2,3
"40",1,3,1,3,2,2,1,1,3,1,1,3,2
"41",3,3,2,1,2,3,2,3,1,3,1,3,1
"42",2,1,3,3,3,3,2,1,2,3,3,2,2
"43",1,1,1,1,1,3,3,3,3,2,2,2,3
"44",3,2,1,3,2,1,3,1,1,1,3,2,2
"45",2,1,1,3,3,1,2,2,2,2,1,3,1
