"","V1","V2","V3","V4","V5","V6"
"1",1,2,3,3,2,3
"2",2,2,2,1,3,1
"3",3,1,2,1,3,2
"4",2,3,2,3,1,2
"5",3,3,1,1,3,3
"6",2,2,3,3,1,1
"7",3,1,3,1,1,3
"8",3,3,2,1,1,1
"9",3,1,1,2,3,1
"10",2,1,3,2,1,1
"11",3,2,3,3,3,2
"12",2,1,2,1,2,3
"13",1,1,2,3,1,3
"14",3,2,1,3,2,3
"15",1,1,1,1,1,1
"16",2,3,3,1,1,2
"17",3,2,2,2,1,3
"18",3,2,3,1,2,1
"19",2,2,3,1,3,3
"20",2,3,2,2,3,3
"21",2,3,1,2,3,1
"22",1,1,3,2,3,3
"23",2,2,2,2,2,2
"24",1,2,1,3,1,1
"25",3,3,3,3,3,1
"26",1,3,2,3,3,2
"27",1,3,3,1,2,1
"28",3,1,2,2,2,1
"29",2,1,3,3,3,2
"30",1,3,3,2,1,3
"31",1,1,2,3,2,1
"32",1,2,1,1,3,2
"33",1,3,1,1,2,3
"34",3,3,2,3,2,3
"35",1,2,2,1,1,2
"36",1,3,1,2,2,2
"37",2,2,1,2,1,3
"38",3,1,1,3,1,2
"39",2,1,1,1,2,2
"40",1,1,3,2,2,2
"41",2,1,1,3,3,3
"42",3,2,1,2,1,2
"43",2,3,1,3,2,1
"44",3,3,3,2,2,2
"45",1,2,2,2,3,1
