"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,3,1,3,3,3,3,2,3,1,1,3,2,3,2,2,3
"2",2,2,2,3,1,1,2,2,3,2,1,3,1,1,3,3,1
"3",1,1,1,2,1,2,1,2,3,3,2,1,2,3,2,1,1
"4",3,3,2,1,1,3,3,1,2,1,2,2,2,1,3,1,1
"5",3,3,1,2,2,1,2,1,2,2,3,3,1,3,1,1,2
"6",1,1,2,3,2,3,1,1,2,2,1,1,3,1,1,2,2
"7",2,1,3,2,3,3,2,1,1,3,2,3,3,2,3,2,1
"8",3,3,2,1,3,1,1,2,1,2,2,1,3,2,2,3,3
"9",1,2,3,1,3,1,3,2,2,3,1,2,1,2,1,1,2
"10",2,1,1,1,1,2,3,3,1,2,1,2,3,3,2,3,2
"11",2,3,3,2,1,2,1,3,2,3,3,3,2,1,1,3,3
"12",1,1,3,1,2,3,2,1,3,1,3,2,1,2,2,3,3
"13",1,2,1,2,3,1,2,3,1,1,3,1,2,1,3,2,2
"14",3,2,2,3,2,2,3,3,3,3,3,1,3,2,3,1,3
"15",3,2,3,3,2,2,1,3,1,1,2,2,1,3,1,2,1
