"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",29,23,6,13,20,29,11,23,14,18,25,28,15,23,3,15,27
"2",19,17,19,6,6,28,20,6,6,17,13,7,4,17,2,25,4
"3",1,3,16,2,29,8,10,10,10,14,24,4,6,28,20,13,18
"4",21,4,24,19,9,21,23,17,23,16,23,22,7,9,6,9,20
"5",14,28,29,20,21,1,3,18,8,20,29,6,12,11,16,2,5
"6",28,24,23,16,11,7,12,25,2,9,4,15,9,7,21,27,15
"7",11,25,5,8,18,4,27,4,19,8,18,14,8,19,11,8,14
"8",17,29,8,24,4,10,17,19,22,25,12,9,11,25,25,20,22
"9",15,15,2,4,5,12,25,29,7,3,28,23,17,3,17,18,21
"10",6,20,10,14,25,9,21,15,21,15,26,19,26,6,28,26,3
"11",18,16,21,15,24,6,22,8,3,24,7,25,24,26,13,5,23
"12",5,13,28,9,23,17,8,28,20,23,10,11,5,5,10,19,25
"13",4,21,13,23,15,24,29,21,5,27,15,30,2,2,23,7,13
"14",25,18,1,22,27,19,9,13,30,4,9,20,3,21,15,12,2
"15",23,14,14,10,17,23,2,2,26,30,30,18,10,30,30,30,19
"16",9,7,26,25,26,30,19,3,1,1,20,16,13,14,26,16,29
"17",20,30,12,1,28,20,18,26,11,29,1,17,21,13,7,10,9
"18",2,6,7,7,7,14,13,5,27,21,5,27,14,12,22,4,6
"19",16,27,22,29,30,15,5,7,24,11,17,29,18,1,1,21,11
"20",26,10,4,27,22,26,26,9,17,19,3,5,20,8,19,22,16
"21",24,1,9,21,16,11,14,1,9,7,14,8,28,4,5,1,26
"22",27,8,30,11,1,16,30,22,12,12,16,12,19,27,29,6,1
"23",12,22,17,12,8,22,4,11,15,5,8,3,23,10,27,11,24
"24",8,5,3,17,10,18,6,12,4,26,22,13,22,22,8,24,12
"25",30,26,25,3,13,13,28,14,29,28,21,1,30,15,14,23,30
"26",13,2,27,5,19,25,16,20,18,6,11,26,27,24,18,28,10
"27",22,12,18,26,12,5,7,30,16,22,19,21,29,18,24,14,8
"28",3,19,20,28,3,27,15,27,28,10,27,10,25,20,12,3,17
"29",7,11,15,18,14,2,24,24,25,2,6,2,16,29,4,17,7
"30",10,9,11,30,2,3,1,16,13,13,2,24,1,16,9,29,28
