"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",30,12,5,6,10,23,27,5,17
"2",21,18,3,28,29,9,23,1,9
"3",15,11,24,7,2,8,20,22,3
"4",13,9,6,9,28,16,9,18,27
"5",5,16,14,13,25,5,1,24,20
"6",14,27,7,22,13,26,30,29,21
"7",27,6,18,17,24,13,29,9,2
"8",8,20,30,4,7,15,28,25,29
"9",16,21,19,24,14,7,11,6,28
"10",20,13,21,18,23,24,19,26,24
"11",2,10,25,29,21,1,26,14,26
"12",3,23,2,16,17,22,10,20,1
"13",7,2,23,21,30,21,4,4,13
"14",24,15,27,27,5,18,8,10,19
"15",10,7,4,23,4,3,13,27,14
"16",6,14,9,19,12,14,18,11,7
"17",18,8,29,11,15,27,2,13,10
"18",23,24,22,15,9,4,25,17,12
"19",17,3,13,26,18,17,24,21,16
"20",1,4,20,1,11,10,7,30,8
"21",22,5,12,14,6,29,14,2,30
"22",12,17,16,30,8,25,5,16,4
"23",4,30,17,10,3,20,22,8,23
"24",9,22,11,2,26,28,21,12,15
"25",25,1,1,3,16,6,17,15,22
"26",29,29,28,25,27,30,16,23,6
"27",26,19,15,8,20,19,12,28,11
"28",19,28,8,5,22,2,6,7,5
"29",11,26,26,12,19,12,15,3,18
"30",28,25,10,20,1,11,3,19,25
