"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",6,9,5,10,14,5,5,9,26,8,5,9,17,28,16,27,24,24,12
"2",14,20,4,13,30,14,15,27,27,22,22,26,27,16,14,29,20,1,27
"3",11,3,15,1,23,19,13,20,29,29,12,1,13,2,8,14,30,30,18
"4",10,29,11,24,22,4,21,18,5,27,25,17,12,20,20,24,12,25,7
"5",9,22,7,26,17,25,1,23,19,19,6,27,3,4,26,18,23,16,2
"6",20,21,26,28,21,12,7,14,23,9,19,2,11,12,29,26,3,6,15
"7",21,26,13,12,25,23,6,5,8,10,4,22,6,14,13,13,8,27,22
"8",12,30,21,18,4,27,10,3,6,16,18,7,29,9,10,28,29,15,8
"9",5,17,30,30,29,30,14,15,1,6,15,15,1,30,1,1,15,21,28
"10",13,23,25,6,7,21,28,6,22,24,21,8,8,24,25,15,18,23,26
"11",1,28,28,16,27,10,22,10,18,21,8,13,19,7,21,7,26,9,21
"12",2,14,9,22,1,15,16,1,16,3,28,12,25,1,27,19,7,28,19
"13",18,19,16,3,10,1,18,8,28,18,30,14,2,3,15,2,6,7,4
"14",4,25,10,7,11,8,2,13,13,28,16,29,28,23,5,10,2,12,16
"15",28,7,3,17,6,11,4,19,4,20,20,5,10,6,18,8,9,20,29
"16",17,10,20,20,18,13,25,29,10,23,7,11,4,27,6,30,4,17,20
"17",19,18,18,11,2,9,26,28,3,7,14,30,16,18,28,9,28,29,3
"18",23,11,2,2,12,28,20,7,2,25,9,23,20,11,30,25,14,14,17
"19",7,15,14,29,8,2,27,21,7,13,3,3,23,13,11,16,17,5,25
"20",22,12,27,21,9,16,8,17,21,26,2,18,26,15,3,4,21,26,6
"21",24,27,6,23,5,24,19,25,25,5,11,10,14,22,9,6,13,10,14
"22",16,6,12,25,13,20,11,11,9,14,26,25,15,26,24,3,27,8,23
"23",25,16,19,14,24,29,3,30,15,30,29,6,21,29,22,12,16,4,10
"24",27,5,23,27,26,7,17,4,24,17,13,28,22,25,12,17,10,19,1
"25",8,8,22,9,20,26,24,22,20,11,23,24,24,10,17,5,5,22,13
"26",26,24,24,5,15,6,12,24,11,4,27,19,18,5,7,22,22,18,24
"27",29,13,8,8,28,18,23,12,14,12,24,4,5,17,4,20,25,13,5
"28",15,2,1,19,19,3,29,2,17,2,17,21,9,8,2,11,19,2,11
"29",3,4,29,4,3,17,9,26,12,15,10,20,7,21,19,21,11,3,9
"30",30,1,17,15,16,22,30,16,30,1,1,16,30,19,23,23,1,11,30
