"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,23,22,25,3,25,15,8,25,4,13,14,7,27,9,28
"2",9,8,21,9,2,16,9,27,24,21,22,4,16,10,27,5
"3",15,28,3,5,6,19,18,9,9,23,5,9,15,23,24,19
"4",20,11,13,18,11,21,2,13,27,20,7,28,21,25,4,3
"5",3,4,9,4,4,23,5,23,5,2,2,26,9,6,13,16
"6",2,15,1,17,29,3,10,16,13,25,19,29,10,29,26,27
"7",29,6,20,11,5,10,25,7,3,16,25,25,28,26,17,25
"8",18,17,14,3,20,12,24,22,26,27,29,2,6,30,12,18
"9",6,25,12,14,19,11,6,5,18,12,4,3,24,12,16,26
"10",13,10,7,1,18,29,30,1,11,19,21,19,1,11,1,29
"11",5,9,25,27,22,5,26,11,28,18,6,16,13,7,22,17
"12",27,13,18,23,17,20,19,25,20,11,3,23,4,19,28,23
"13",16,3,4,22,28,14,12,10,23,7,27,22,20,9,8,20
"14",24,5,6,28,7,6,7,4,19,28,16,11,5,18,15,6
"15",12,29,23,12,30,1,29,24,21,30,1,18,25,20,7,1
"16",25,30,30,2,16,8,16,2,29,1,15,30,22,15,30,13
"17",19,1,15,16,10,2,23,29,15,3,12,10,19,2,23,30
"18",4,12,5,7,14,26,22,18,22,8,18,13,26,21,18,9
"19",11,21,16,29,15,22,3,14,1,29,26,12,27,4,29,21
"20",22,22,11,13,27,17,27,12,4,5,17,17,8,13,25,4
"21",21,7,27,21,26,27,17,21,6,24,14,5,23,14,14,24
"22",30,27,8,20,25,30,1,30,30,14,24,8,12,24,19,15
"23",23,19,24,6,9,4,4,20,12,9,23,15,14,17,5,22
"24",14,16,28,30,21,13,8,28,10,6,8,20,29,28,20,7
"25",26,20,2,26,1,15,28,19,16,15,10,1,30,5,2,14
"26",10,2,17,10,24,7,13,15,2,13,9,7,3,22,3,11
"27",1,14,29,19,13,18,20,3,8,10,30,6,11,1,6,2
"28",7,24,10,24,12,9,21,26,7,22,20,24,18,16,10,12
"29",28,18,19,8,23,24,11,6,14,26,11,21,17,3,11,10
"30",17,26,26,15,8,28,14,17,17,17,28,27,2,8,21,8
