"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",7,16,29,13,1,16,14,15,30,5,7,1,15,30,1,21,12,1,30,30,15
"2",24,19,7,25,21,22,10,5,3,11,26,11,24,26,18,18,20,5,27,16,3
"3",28,20,5,30,2,15,29,7,10,23,10,14,12,11,22,23,11,28,4,20,20
"4",25,30,16,17,12,4,13,3,25,3,12,17,22,27,6,9,2,29,12,12,25
"5",9,12,10,28,22,9,5,14,21,25,29,12,9,29,3,1,16,15,5,8,21
"6",29,3,18,2,28,14,11,13,22,10,15,24,28,9,21,29,14,16,28,3,26
"7",11,14,27,11,8,29,2,6,15,2,30,15,6,7,17,26,26,22,22,14,24
"8",27,13,20,21,27,28,18,24,11,4,24,22,3,10,7,7,13,3,8,21,14
"9",22,25,28,12,25,23,6,9,17,19,8,26,20,21,27,3,22,20,6,25,13
"10",21,26,4,5,17,20,24,21,23,8,25,7,16,4,8,22,23,23,9,5,16
"11",15,17,11,15,15,25,27,10,18,29,3,25,29,3,4,30,8,6,14,11,2
"12",12,1,14,16,30,13,1,29,4,15,16,3,18,15,5,28,27,30,7,18,1
"13",5,22,23,27,18,21,8,19,5,13,6,27,4,18,11,19,6,26,15,6,27
"14",14,9,2,18,29,18,15,2,16,30,22,2,1,20,24,13,3,24,18,1,11
"15",1,4,25,23,5,26,21,4,24,14,11,8,13,13,14,4,19,11,11,4,4
"16",16,24,30,1,3,7,3,27,8,28,19,16,30,17,15,11,18,4,13,2,17
"17",19,7,24,26,23,5,19,17,28,27,2,13,25,8,12,17,25,27,20,24,12
"18",20,10,22,7,16,24,9,30,29,22,17,10,11,1,25,15,4,8,1,17,29
"19",6,29,17,6,14,12,17,8,2,26,21,29,10,2,13,6,17,25,29,19,7
"20",2,27,15,24,24,30,25,28,19,24,18,18,17,22,16,25,1,13,26,29,18
"21",4,8,3,9,10,3,7,11,14,12,23,20,23,12,10,20,5,12,3,26,9
"22",23,23,12,22,9,10,4,26,20,9,5,5,7,6,20,10,9,17,21,27,6
"23",17,28,8,19,4,1,16,16,27,16,27,30,2,16,30,27,21,9,16,23,30
"24",30,21,21,8,20,2,30,12,13,18,13,6,5,19,2,14,30,10,25,10,10
"25",3,18,1,10,26,6,26,23,1,1,1,9,21,14,26,5,15,14,17,15,28
"26",18,11,9,3,6,27,20,18,7,17,14,4,26,24,9,2,7,21,23,22,23
"27",8,2,6,20,11,19,12,20,12,21,9,19,19,5,29,8,28,2,24,9,19
"28",26,6,26,14,13,8,22,25,6,20,28,21,14,28,28,24,10,19,19,7,5
"29",10,15,19,29,7,17,28,22,26,6,20,28,27,23,23,12,29,18,2,13,8
"30",13,5,13,4,19,11,23,1,9,7,4,23,8,25,19,16,24,7,10,28,22
