"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",13,11,25,30,25,3,15,9,30,8,3
"2",29,27,26,21,20,11,17,28,13,14,26
"3",7,28,20,8,18,27,1,19,23,13,2
"4",11,20,9,6,24,12,21,6,17,15,13
"5",18,25,3,20,27,17,7,15,6,12,8
"6",21,24,30,24,15,1,23,7,24,26,19
"7",2,3,29,3,11,8,25,14,10,17,7
"8",16,26,13,15,8,6,26,26,28,3,11
"9",30,15,4,17,13,18,29,4,22,7,5
"10",6,9,5,10,6,2,8,29,16,10,20
"11",17,4,11,28,19,22,24,23,21,11,22
"12",14,2,16,19,3,5,2,5,3,16,23
"13",19,14,22,4,10,16,6,1,27,19,27
"14",10,13,21,25,14,13,4,22,9,5,15
"15",1,23,12,11,16,25,13,8,2,6,28
"16",24,10,15,22,9,26,16,13,18,18,10
"17",4,19,19,26,30,30,28,30,1,20,9
"18",20,7,17,9,17,14,19,27,4,27,4
"19",5,6,1,23,1,15,20,18,26,1,30
"20",9,8,23,16,28,20,27,11,15,29,25
"21",12,22,27,13,2,19,11,24,20,22,6
"22",27,21,10,27,5,10,5,10,14,30,1
"23",26,17,24,7,4,23,22,17,5,9,18
"24",23,12,8,12,23,4,30,20,8,21,29
"25",25,30,18,2,29,7,12,12,19,4,21
"26",8,29,7,29,7,21,18,2,7,23,16
"27",15,18,2,1,12,29,14,21,12,28,24
"28",22,5,28,14,22,28,9,3,11,2,12
"29",28,1,6,5,26,24,3,25,29,25,14
"30",3,16,14,18,21,9,10,16,25,24,17
