"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",26,11,23,23,18,25,14,24,23,17
"2",1,22,29,15,11,27,10,19,16,30
"3",19,27,17,18,26,29,25,22,27,21
"4",14,20,8,22,8,19,11,1,28,8
"5",21,18,25,29,6,23,20,11,12,24
"6",24,2,7,13,7,26,2,21,6,11
"7",25,23,30,1,21,14,1,9,30,1
"8",8,29,22,20,13,17,4,7,9,18
"9",3,9,19,26,1,30,23,5,4,2
"10",9,15,1,14,20,22,15,3,1,23
"11",11,26,24,6,4,6,13,23,7,5
"12",10,1,27,30,29,21,30,30,20,7
"13",13,17,21,10,30,3,3,14,21,26
"14",15,6,28,9,9,10,24,15,2,16
"15",17,28,2,27,19,4,19,16,17,9
"16",16,12,11,8,25,28,6,8,11,6
"17",5,19,20,12,22,13,21,27,14,10
"18",6,14,14,28,5,11,5,18,25,14
"19",4,25,5,7,16,24,27,12,24,13
"20",27,30,10,11,3,12,22,6,22,28
"21",28,16,4,19,10,2,26,26,10,4
"22",22,24,15,25,17,9,7,29,3,27
"23",2,3,6,24,27,8,12,10,13,20
"24",12,10,9,21,23,15,28,20,8,29
"25",20,5,16,16,15,16,16,13,19,3
"26",18,8,3,5,2,18,8,28,18,22
"27",23,13,18,4,12,7,29,2,15,19
"28",30,7,26,17,24,5,9,4,26,12
"29",29,21,13,3,28,20,17,17,5,15
"30",7,4,12,2,14,1,18,25,29,25
