"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",27,30,13,1,4,25,30,11,30,9,30,9
"2",11,17,10,28,1,20,4,21,15,17,28,24
"3",5,26,17,23,3,7,21,1,10,6,12,18
"4",6,11,6,19,10,24,18,9,17,22,3,11
"5",1,23,29,2,11,2,1,5,19,19,9,30
"6",19,9,26,3,2,14,17,25,3,20,11,10
"7",21,22,23,25,18,27,16,6,12,14,20,7
"8",18,28,3,15,23,29,5,24,21,8,10,17
"9",20,8,7,24,8,17,27,15,23,7,18,29
"10",7,5,15,5,16,26,12,18,8,11,15,26
"11",24,13,11,12,14,19,3,4,6,4,7,4
"12",12,20,5,4,26,11,23,12,16,2,16,6
"13",25,21,12,17,15,4,22,19,28,21,14,23
"14",15,18,20,11,6,9,9,14,24,13,5,13
"15",17,27,18,18,27,15,10,10,5,23,26,28
"16",22,15,16,6,30,28,20,30,25,30,2,27
"17",4,25,2,8,12,16,13,27,26,16,24,2
"18",30,19,25,20,9,23,8,28,2,1,17,21
"19",13,16,30,16,7,30,25,17,7,28,25,3
"20",8,12,27,14,21,12,15,7,27,5,29,22
"21",9,29,24,9,17,18,28,22,13,25,6,20
"22",26,6,28,21,25,6,11,20,14,10,1,1
"23",29,24,8,29,22,13,14,16,9,29,8,14
"24",3,3,22,27,29,22,6,13,29,24,13,5
"25",10,10,14,22,19,8,2,29,22,27,19,8
"26",28,7,19,10,24,21,24,2,20,18,23,16
"27",14,1,1,26,20,10,26,3,1,15,4,25
"28",2,14,9,13,28,3,29,23,4,12,21,12
"29",23,4,4,7,5,5,7,8,11,26,22,19
"30",16,2,21,30,13,1,19,26,18,3,27,15
