"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",16,4,16,19,29,7,3,10
"2",29,29,27,8,13,20,4,1
"3",5,19,2,12,17,13,2,28
"4",9,7,12,7,22,10,22,2
"5",23,6,11,28,9,24,1,20
"6",22,30,3,30,19,9,24,16
"7",15,24,22,27,2,15,27,4
"8",7,28,24,16,26,4,30,21
"9",25,13,30,26,28,11,12,30
"10",8,16,15,9,3,18,13,17
"11",18,14,5,22,6,3,7,3
"12",26,23,18,5,7,8,6,24
"13",11,12,17,18,12,28,25,29
"14",6,3,6,25,15,19,18,6
"15",14,21,4,6,30,25,19,22
"16",12,27,9,15,10,12,9,12
"17",1,26,14,1,27,27,11,5
"18",19,25,10,21,23,21,15,26
"19",28,8,1,17,1,29,14,8
"20",2,9,20,23,20,16,8,23
"21",24,20,21,13,21,2,17,7
"22",4,22,29,20,8,23,23,11
"23",30,18,13,24,14,5,21,19
"24",3,1,8,3,4,1,28,27
"25",13,10,28,2,11,6,16,15
"26",21,5,25,14,5,14,20,25
"27",27,11,7,11,25,17,26,14
"28",17,2,23,10,18,26,10,18
"29",10,17,26,29,24,30,5,13
"30",20,15,19,4,16,22,29,9
