"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,1,1,1,2,3,2,3,2,3,1,1,1,1,3,2,2
"2",2,3,3,3,2,2,1,1,3,3,3,1,2,1,3,3,1
"3",3,1,2,3,1,2,3,2,1,2,2,1,1,3,3,3,1
"4",1,1,3,1,2,3,3,2,3,3,2,2,3,2,2,3,3
"5",2,2,2,1,3,2,1,2,2,3,3,1,3,3,1,1,2
"6",1,3,1,3,1,2,2,2,3,2,1,3,3,2,1,3,2
"7",2,1,2,2,1,2,3,3,3,1,3,2,3,1,3,1,3
"8",1,2,2,2,2,1,1,3,3,1,1,1,1,3,2,3,2
"9",2,2,3,2,3,1,3,2,3,2,1,3,1,1,2,1,1
"10",2,2,3,3,3,3,2,3,1,2,3,2,1,3,2,3,3
"11",2,1,1,1,3,1,2,1,3,2,2,1,2,2,1,2,3
"12",3,2,3,1,2,2,2,1,1,1,1,3,2,3,3,1,3
"13",3,3,1,3,2,1,3,2,2,1,3,1,2,2,2,1,3
"14",1,3,2,2,3,3,2,3,1,3,2,1,2,1,2,1,1
"15",3,1,3,3,3,2,1,3,2,1,1,2,3,2,1,2,1
"16",3,2,1,2,1,3,1,1,3,2,2,2,3,3,2,1,1
"17",2,3,3,2,1,3,3,1,1,1,1,1,3,2,1,2,2
"18",1,1,3,3,1,1,2,1,2,3,3,3,2,3,2,2,2
"19",1,3,1,2,3,2,3,1,2,3,1,2,1,3,3,2,3
"20",2,1,1,2,3,3,1,2,1,1,3,3,2,2,3,3,2
"21",1,3,3,1,1,1,1,3,2,2,2,2,1,2,3,1,2
"22",3,2,2,2,1,1,1,2,1,3,1,2,2,1,1,3,3
"23",2,2,1,3,2,1,3,3,1,3,2,3,3,2,3,2,1
"24",3,3,2,1,2,3,3,3,3,2,3,3,2,3,1,2,1
"25",1,2,1,1,1,2,2,2,1,1,3,2,1,1,1,2,1
"26",1,1,2,3,2,3,1,1,2,2,2,3,1,1,1,1,3
"27",3,3,2,1,3,1,2,1,2,1,2,3,3,1,2,3,2
