"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,2,3,2,1,1,2,1,3,1,2
"2",2,1,1,3,3,1,1,3,2,1,2,3
"3",3,1,1,2,2,2,3,2,2,3,1,3
"4",3,2,3,3,3,2,3,2,1,2,3,3
"5",1,3,3,3,2,3,2,2,3,1,2,2
"6",2,2,1,3,1,2,3,3,1,1,3,2
"7",1,1,3,3,1,2,2,2,2,2,1,1
"8",3,3,1,2,1,3,1,1,2,2,3,2
"9",3,2,3,1,3,1,2,1,2,1,1,2
"10",3,2,2,3,1,3,1,3,2,3,2,1
"11",3,2,1,3,2,1,3,1,3,2,2,1
"12",1,2,2,1,3,2,3,3,3,3,1,2
"13",3,3,2,1,1,2,2,1,1,1,2,3
"14",2,1,2,1,1,3,3,2,3,1,1,1
"15",2,2,3,1,1,1,1,2,3,3,3,3
"16",2,3,1,2,3,3,2,3,1,3,1,1
"17",3,1,2,1,2,1,2,3,1,2,3,1
"18",2,1,2,3,3,3,2,1,3,3,3,3
"19",3,1,3,2,2,2,1,3,3,1,3,2
"20",1,2,2,2,2,3,1,1,1,1,1,3
"21",1,3,2,2,3,1,3,2,2,1,3,1
"22",1,1,1,1,3,3,1,2,1,2,2,2
"23",1,3,1,2,1,1,2,3,3,2,1,3
"24",1,2,1,1,2,2,2,1,2,3,3,1
"25",2,3,3,1,2,3,3,3,2,2,2,3
"26",2,3,3,2,3,2,1,1,3,2,2,1
"27",1,1,3,2,1,1,3,1,1,3,2,2
