"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,1,3,2,1,1,3,2,2,2,3,3
"2",3,2,1,2,3,2,1,3,1,2,3,1,2
"3",3,3,3,1,2,2,3,2,2,1,3,1,1
"4",3,2,3,2,1,3,1,3,3,1,2,3,1
"5",2,1,1,1,3,3,2,2,1,1,3,3,3
"6",3,1,1,2,1,1,2,1,2,3,2,1,2
"7",3,1,2,1,3,1,3,1,1,2,2,2,1
"8",3,1,2,2,2,3,3,3,2,2,1,1,3
"9",3,3,1,3,1,3,2,2,3,2,1,2,1
"10",3,2,3,3,2,1,2,2,1,1,1,3,2
"11",2,2,1,1,2,1,3,3,3,3,3,2,1
"12",2,1,3,2,1,2,3,1,3,2,3,3,2
"13",1,3,2,1,1,2,2,3,1,2,1,3,1
"14",1,1,2,1,2,3,1,2,3,3,2,3,2
"15",2,3,3,1,3,3,2,3,2,3,1,2,2
"16",1,3,3,2,1,1,1,2,1,3,3,2,3
"17",1,2,1,2,3,2,3,2,2,3,1,3,1
"18",2,2,1,1,1,2,1,1,2,1,1,2,3
"19",1,2,3,1,2,1,2,1,3,2,2,1,3
"20",3,3,2,3,3,2,2,1,3,3,3,3,3
"21",1,3,1,2,2,3,3,1,1,1,2,2,2
"22",1,1,2,3,1,1,2,3,2,1,3,2,2
"23",1,2,2,3,3,3,1,1,2,2,3,1,1
"24",2,3,2,2,3,1,1,2,3,1,1,1,2
"25",1,1,3,3,3,2,3,3,3,1,2,2,3
"26",2,2,2,3,1,3,3,2,1,3,2,1,3
"27",2,1,3,3,2,2,1,1,1,3,1,1,1
