"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,3,3,3,1,3,3,1,2,2
"2",3,1,3,1,2,3,2,2,1,1,1
"3",1,2,3,1,2,2,2,1,2,3,3
"4",1,3,1,2,1,2,1,2,1,3,3
"5",1,3,1,3,2,1,2,1,1,1,2
"6",2,1,1,3,2,2,3,3,2,1,3
"7",2,1,3,1,1,1,2,3,3,2,3
"8",3,1,3,3,1,3,1,1,2,3,2
"9",2,2,2,1,3,1,3,1,1,3,3
"10",2,2,3,2,3,2,1,3,1,1,1
"11",1,2,1,2,2,3,1,3,3,2,2
"12",1,1,2,3,3,2,2,1,3,2,1
"13",3,3,2,1,2,2,1,1,3,2,2
"14",3,2,1,1,1,2,3,2,2,2,1
"15",1,1,2,1,3,1,1,2,2,1,2
"16",1,1,2,2,2,3,3,2,1,2,3
"17",2,3,1,1,3,3,2,2,3,3,1
"18",2,3,3,2,1,2,3,1,3,1,2
"19",2,3,3,3,3,3,1,2,2,2,3
"20",2,2,2,3,1,3,2,3,1,3,2
"21",3,2,2,3,1,1,1,2,3,1,3
"22",3,2,1,2,3,3,2,1,2,1,3
"23",1,3,2,1,1,3,3,3,2,1,1
"24",2,1,1,2,1,1,1,1,1,2,1
"25",3,3,2,2,2,1,2,3,2,3,1
"26",3,1,1,2,3,2,3,3,3,3,2
"27",1,2,3,3,2,1,3,2,3,3,1
