"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,2,3,3,2,1,1,3,3,1,2,3,2,2
"2",2,3,2,3,2,1,3,2,1,1,1,1,3,1
"3",2,1,3,2,2,3,2,1,1,3,3,3,2,1
"4",2,3,3,3,3,3,2,2,3,1,3,2,1,3
"5",2,1,3,1,3,1,3,3,2,3,3,1,2,2
"6",3,3,3,1,1,3,1,2,1,2,2,2,2,1
"7",1,2,3,1,3,3,2,1,2,1,1,1,3,2
"8",3,1,2,1,2,3,2,3,3,3,2,2,3,3
"9",1,3,2,2,1,1,2,1,3,2,3,1,2,3
"10",1,2,3,2,1,2,3,2,1,3,2,2,3,3
"11",1,2,1,1,2,2,3,1,3,2,3,2,1,1
"12",2,2,1,3,1,3,1,2,3,3,1,1,2,2
"13",3,3,1,3,3,2,2,1,1,3,2,1,1,2
"14",3,1,3,2,2,1,1,1,2,2,1,2,1,3
"15",1,1,1,1,1,1,2,2,1,1,1,2,1,2
"16",3,2,2,1,2,2,1,3,1,1,3,1,1,3
"17",1,1,2,3,1,3,3,3,2,2,2,1,1,1
"18",3,1,2,3,1,2,3,1,2,1,1,3,2,3
"19",1,1,2,3,3,2,1,2,1,2,3,3,3,2
"20",3,2,1,3,1,1,2,3,2,2,3,2,3,1
"21",2,1,1,2,3,2,1,1,3,1,2,1,3,1
"22",2,3,1,1,2,1,1,1,2,3,2,3,3,3
"23",3,3,1,2,2,3,3,2,2,1,3,3,3,2
"24",2,3,3,1,1,2,2,3,3,2,1,3,1,2
"25",2,2,1,2,3,3,3,3,1,2,1,3,2,3
"26",3,2,2,2,3,1,3,2,3,3,2,3,1,1
"27",1,3,2,2,3,2,1,3,2,3,1,2,2,1
