"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,2,3,1,1,3,1,1
"2",3,2,3,1,1,3,2,1,1
"3",3,3,1,2,1,2,3,3,3
"4",1,3,2,1,2,1,3,1,3
"5",3,1,2,3,3,3,3,2,3
"6",2,3,3,2,3,1,3,2,2
"7",1,3,3,3,2,3,3,3,1
"8",2,3,1,2,1,3,1,1,2
"9",2,2,2,1,1,2,1,2,3
"10",1,2,2,3,2,2,2,3,2
"11",2,1,2,2,2,3,1,3,1
"12",3,1,1,1,2,1,2,1,2
"13",1,2,1,1,3,1,1,3,1
"14",2,2,1,1,2,3,3,2,2
"15",1,1,3,1,1,2,3,3,2
"16",3,2,3,3,1,1,1,2,2
"17",1,1,1,3,3,2,1,1,2
"18",2,1,3,1,3,2,2,2,1
"19",1,3,2,2,1,1,2,2,1
"20",1,1,1,2,1,3,2,2,3
"21",3,3,2,1,3,3,2,3,2
"22",1,2,3,2,3,3,1,1,3
"23",3,3,1,3,2,2,1,2,1
"24",2,3,3,3,2,2,2,1,3
"25",3,2,2,2,3,2,3,1,1
"26",3,1,3,2,2,1,1,3,3
"27",2,2,1,3,3,1,2,3,3
