"","V1","V2","V3","V4","V5","V6"
"1",1,3,1,1,3,3
"2",3,1,1,2,2,3
"3",3,2,2,3,2,1
"4",1,1,1,3,1,1
"5",2,3,3,3,3,1
"6",2,3,1,2,2,1
"7",1,3,3,3,2,2
"8",1,3,2,1,1,1
"9",2,1,3,3,1,3
"10",1,2,3,1,2,3
"11",2,1,1,1,3,2
"12",3,1,3,1,1,3
"13",3,3,2,2,3,3
"14",1,1,3,2,3,1
"15",1,1,2,2,2,2
"16",3,1,2,3,3,2
"17",2,2,1,3,2,3
"18",2,2,2,1,1,2
"19",2,2,3,2,3,2
"20",3,3,3,1,2,2
"21",1,2,2,3,3,3
"22",2,3,2,2,1,3
"23",2,1,2,1,2,1
"24",3,2,3,2,1,1
"25",3,2,1,1,3,1
"26",3,3,1,3,1,2
"27",1,2,1,2,1,2
