"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,2,3,1,3,1,1
"2",3,3,3,2,3,2,2,1
"3",1,3,3,1,1,3,2,3
"4",3,3,2,2,1,1,3,2
"5",1,2,3,2,2,2,3,2
"6",2,3,1,1,2,2,3,1
"7",1,2,2,2,3,3,3,3
"8",3,2,1,2,1,2,2,3
"9",3,1,2,1,2,2,1,3
"10",1,2,1,1,1,1,1,1
"11",2,1,3,2,1,1,1,3
"12",1,3,2,1,3,2,1,2
"13",1,1,2,3,1,2,2,1
"14",2,2,2,2,2,1,2,1
"15",1,1,1,2,2,3,1,2
"16",2,2,3,1,1,3,2,2
"17",2,3,2,3,2,3,3,3
"18",2,1,1,3,1,2,3,2
"19",2,3,1,2,3,3,1,1
"20",3,1,1,3,3,3,2,2
"21",1,1,3,3,3,1,3,1
"22",3,3,3,3,2,1,1,2
"23",2,2,3,3,3,2,1,3
"24",3,2,1,1,3,1,3,3
"25",2,1,2,1,3,1,2,2
"26",3,1,3,1,2,3,3,1
"27",1,3,1,3,2,1,2,3
