"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",16,13,9,8,3,4,2,5,11,16,9,16,4,9,1
"2",8,3,7,9,10,1,6,1,16,2,5,2,16,6,7
"3",11,11,5,2,11,12,12,2,13,14,2,9,3,15,9
"4",13,16,6,12,16,2,10,4,5,8,14,7,8,2,12
"5",10,7,11,10,2,11,5,15,15,5,13,6,6,14,14
"6",12,12,2,13,5,13,8,14,9,3,4,12,11,4,3
"7",2,15,8,16,6,8,1,11,1,9,1,1,9,16,8
"8",15,2,13,7,7,15,15,9,7,10,3,4,5,5,16
"9",7,5,16,1,15,7,3,16,8,13,7,8,7,1,4
"10",9,8,1,4,4,5,13,13,3,15,11,3,14,7,11
"11",14,4,14,14,9,6,11,10,14,12,15,13,13,12,6
"12",6,9,4,11,14,16,4,8,6,11,8,15,15,13,15
"13",1,1,10,3,1,14,9,3,4,7,10,10,12,11,5
"14",4,14,12,5,13,3,14,12,12,4,6,11,10,10,13
"15",3,6,3,15,12,9,16,7,10,6,12,5,1,8,2
"16",5,10,15,6,8,10,7,6,2,1,16,14,2,3,10
