"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,1,1,4,2,3,1
"2",2,5,5,6,5,2,5,4
"3",6,2,4,5,3,5,5,5
"4",3,5,2,2,3,1,1,5
"5",4,6,4,1,1,5,3,6
"6",4,6,1,5,4,3,6,5
"7",6,3,5,2,2,3,1,3
"8",1,1,5,4,4,4,1,5
"9",3,2,6,5,6,6,3,3
"10",2,3,3,2,5,6,6,6
"11",2,4,4,5,1,4,2,1
"12",1,6,3,3,6,3,2,3
"13",5,2,2,4,1,2,6,3
"14",6,5,3,6,3,1,3,2
"15",4,3,2,6,5,5,1,1
"16",3,4,6,1,3,4,6,2
"17",5,1,1,3,2,6,2,4
"18",1,3,6,3,1,1,4,4
"19",6,4,2,1,6,4,4,4
"20",4,1,4,2,6,1,5,2
"21",5,6,5,3,4,6,4,1
"22",1,5,1,4,2,5,5,2
"23",3,1,3,6,2,3,4,6
"24",5,4,6,4,5,2,2,6
