"","V1","V2","V3","V4","V5","V6","V7"
"1",1,4,2,1,1,3,3
"2",4,4,1,4,4,3,2
"3",4,3,4,2,4,1,3
"4",3,1,2,4,3,1,3
"5",3,1,3,3,3,4,1
"6",3,4,1,2,2,2,1
"7",1,3,1,3,2,1,2
"8",1,2,3,2,2,1,4
"9",3,3,2,1,2,4,4
"10",1,4,4,3,3,4,3
"11",1,2,2,2,4,4,1
"12",2,4,3,1,3,1,1
"13",2,1,4,1,1,2,2
"14",4,2,1,1,3,2,3
"15",2,1,1,2,3,3,4
"16",4,2,2,3,1,1,1
"17",4,3,3,2,1,4,2
"18",3,2,4,1,4,3,2
"19",2,3,2,3,4,2,4
"20",2,3,4,4,2,3,1
"21",1,1,3,4,4,2,2
"22",4,1,4,3,2,3,4
"23",2,2,1,4,1,4,3
"24",3,4,3,4,1,2,4
