"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,4,1,4,2,2,4,2,4,2
"2",4,3,3,2,2,3,1,4,4,4
"3",2,2,1,3,4,3,1,3,4,1
"4",1,2,4,1,2,2,1,2,1,3
"5",2,4,1,1,1,3,3,1,2,3
"6",1,4,3,2,3,4,4,2,2,1
"7",1,3,2,3,1,4,1,1,3,2
"8",4,1,3,4,4,4,3,2,3,3
"9",1,1,2,3,3,2,4,2,4,4
"10",4,2,3,1,3,1,3,1,4,2
"11",1,1,4,4,3,3,2,4,2,2
"12",4,2,1,3,1,1,2,2,2,4
"13",2,3,4,4,2,1,2,1,3,1
"14",2,1,3,2,1,1,4,3,1,2
"15",3,4,2,4,3,1,1,3,1,3
"16",2,4,3,1,4,2,2,3,3,4
"17",1,3,1,2,4,1,3,4,3,3
"18",4,3,1,1,3,4,2,3,1,2
"19",4,4,4,3,1,2,3,4,2,1
"20",3,1,4,2,1,4,2,3,4,3
"21",3,2,2,1,2,3,4,4,3,1
"22",3,3,4,3,4,3,4,1,1,4
"23",2,2,2,4,2,4,3,4,1,4
"24",3,1,2,2,4,2,1,1,2,1
