"","V1","V2","V3","V4","V5","V6"
"1",3,4,2,2,2,2
"2",4,3,3,2,2,3
"3",5,2,5,3,5,5
"4",4,5,2,5,3,5
"5",4,1,1,5,3,2
"6",5,4,3,4,4,4
"7",5,4,5,5,2,1
"8",4,3,4,4,5,1
"9",3,3,4,3,3,5
"10",5,2,1,4,2,3
"11",2,4,1,4,3,1
"12",2,3,5,1,1,4
"13",2,2,2,3,2,4
"14",4,4,1,3,1,5
"15",2,5,4,5,4,2
"16",5,2,4,1,3,3
"17",5,1,2,3,4,1
"18",2,3,2,2,4,1
"19",1,5,5,4,2,5
"20",4,1,5,2,4,4
"21",1,3,5,5,5,3
"22",4,2,4,5,2,4
"23",2,5,1,1,2,3
"24",5,3,3,4,1,2
"25",1,4,2,5,1,3
"26",5,5,1,2,5,2
"27",3,5,4,3,1,1
"28",1,2,1,2,4,5
"29",3,1,1,1,5,3
"30",5,3,2,1,3,5
"31",1,2,3,3,5,2
"32",4,5,3,3,4,3
"33",3,2,3,5,5,1
"34",3,3,1,5,4,4
"35",5,5,4,2,1,4
"36",3,1,3,1,2,5
"37",4,2,2,1,1,1
"38",3,1,5,4,1,2
"39",2,1,4,4,4,3
"40",2,4,3,2,5,5
"41",1,1,2,4,3,4
"42",1,4,4,1,5,4
"43",1,5,3,1,3,1
"44",1,3,1,3,1,2
"45",2,2,5,2,3,2
"46",4,4,5,1,4,2
"47",3,5,2,4,5,4
"48",2,1,3,5,1,5
"49",3,4,5,3,3,3
"50",1,1,4,2,2,1
