"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,1,2,4,2,3,1,1,2,3
"2",2,3,4,2,3,2,1,1,4,4
"3",2,4,3,1,2,4,3,4,2,4
"4",3,2,2,2,4,4,4,3,1,4
"5",1,4,2,2,3,2,1,4,1,3
"6",2,1,2,4,1,1,3,1,3,1
"7",4,2,3,4,1,2,3,4,4,2
"8",4,4,4,2,2,1,3,3,1,1
"9",4,3,2,3,1,2,4,1,2,4
"10",2,2,2,3,1,4,2,4,2,1
"11",4,3,2,2,2,4,1,2,3,1
"12",1,2,4,1,4,4,2,2,2,2
"13",3,2,1,1,1,1,2,2,2,4
"14",3,4,4,4,3,4,3,3,3,1
"15",1,3,3,1,2,1,4,4,3,2
"16",1,1,1,2,4,1,3,3,2,3
"17",2,1,2,1,2,1,1,3,1,2
"18",2,4,1,2,1,3,4,2,3,2
"19",2,1,3,2,4,3,2,4,4,1
"20",2,1,4,3,2,4,4,2,4,3
"21",1,2,4,3,1,2,1,2,1,1
"22",3,4,3,2,1,4,2,1,1,3
"23",1,1,3,3,3,4,1,3,3,4
"24",3,1,1,3,2,3,4,4,1,2
"25",4,2,1,3,3,4,2,1,4,2
"26",3,1,3,4,3,2,3,2,1,4
"27",3,2,4,1,4,2,4,1,3,3
"28",3,3,4,1,1,3,1,3,4,2
"29",2,3,1,1,3,2,2,1,1,1
"30",1,4,3,4,2,1,2,2,4,3
"31",1,3,1,4,1,4,3,3,2,3
"32",3,3,1,3,2,1,1,4,4,4
"33",4,1,3,1,3,3,4,2,2,1
"34",2,2,4,4,3,1,4,4,2,3
"35",3,2,1,4,4,2,1,3,3,1
"36",4,3,4,3,4,3,2,4,1,3
"37",1,2,2,1,2,3,3,1,4,4
"38",1,4,2,3,3,2,4,3,4,1
"39",1,3,3,4,4,3,4,1,1,2
"40",4,1,4,2,1,2,2,3,3,4
"41",3,4,3,3,4,1,1,1,2,2
"42",4,3,2,2,4,1,3,2,4,2
"43",2,4,1,4,4,3,2,2,3,4
"44",4,4,1,1,3,3,3,4,3,3
