"","V1","V2","V3","V4"
"1",2,2,3,4
"2",1,3,4,4
"3",4,2,3,2
"4",2,3,2,3
"5",1,3,1,1
"6",3,1,4,4
"7",2,4,3,1
"8",4,3,2,1
"9",4,3,2,4
"10",2,3,3,2
"11",2,1,1,1
"12",3,4,2,1
"13",1,1,3,1
"14",1,2,1,3
"15",2,4,4,4
"16",4,1,2,3
"17",1,4,1,2
"18",2,2,2,1
"19",3,1,3,2
"20",4,4,4,2
"21",3,3,3,3
"22",3,3,1,4
"23",2,3,3,2
"24",2,4,1,3
"25",3,3,4,1
"26",1,2,4,2
"27",1,4,2,4
"28",3,2,2,2
"29",1,1,2,4
"30",4,1,4,1
"31",1,2,3,3
"32",2,1,4,3
"33",3,2,3,3
"34",3,1,1,2
"35",1,1,2,2
"36",4,4,3,4
"37",4,1,1,4
"38",4,4,1,2
"39",3,4,2,3
"40",4,2,4,3
"41",3,3,4,3
"42",2,2,1,4
"43",1,4,4,1
"44",4,2,1,1
