"","V1","V2","V3","V4","V5"
"1",3,2,2,3,3
"2",2,2,3,2,4
"3",2,1,2,3,2
"4",1,4,4,1,4
"5",4,2,2,2,1
"6",1,4,2,4,3
"7",4,1,4,3,1
"8",4,2,4,2,4
"9",4,3,4,1,2
"10",1,3,1,2,3
"11",1,3,4,4,1
"12",4,1,2,4,3
"13",4,2,3,4,2
"14",4,4,3,4,4
"15",3,4,2,4,1
"16",2,4,1,3,4
"17",1,1,4,2,2
"18",3,1,3,1,1
"19",1,2,1,4,4
"20",3,4,4,3,2
"21",2,3,2,2,4
"22",1,1,2,1,3
"23",2,2,4,1,1
"24",3,1,4,4,4
"25",2,3,4,4,3
"26",1,2,2,3,1
"27",2,4,1,1,1
"28",4,4,2,1,2
"29",2,1,1,4,1
"30",3,1,1,2,2
"31",3,3,3,3,3
"32",3,2,3,1,3
"33",3,3,2,1,4
"34",1,1,3,3,4
"35",4,1,1,1,4
"36",2,3,3,3,2
"37",4,3,1,3,1
"38",4,4,1,2,3
"39",2,3,3,2,2
"40",1,4,3,2,1
"41",1,2,1,1,2
"42",3,4,4,2,3
"43",2,2,3,3,3
"44",3,3,1,4,2
