"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,2,1,3,3,4,1,3,1,1,1,2
"2",1,3,1,3,4,2,4,3,3,4,3,4
"3",3,2,4,4,4,1,1,3,4,3,3,2
"4",1,1,2,4,2,2,4,1,1,4,2,2
"5",2,2,4,3,1,2,1,4,3,1,2,4
"6",4,3,3,2,2,2,2,4,4,1,4,1
"7",3,2,4,3,3,3,4,2,4,4,4,4
"8",3,1,1,1,4,2,1,4,2,3,2,3
"9",2,1,3,1,1,3,3,3,4,3,1,3
"10",4,2,3,1,3,1,4,1,2,1,3,3
"11",1,1,1,3,2,1,3,2,4,1,3,3
"12",4,4,1,3,4,3,3,1,1,3,4,2
"13",3,2,2,4,2,4,4,4,4,2,1,2
"14",3,3,4,1,1,1,2,2,1,4,1,2
"15",2,3,1,1,2,3,1,1,4,4,4,3
"16",2,4,4,4,1,1,3,3,2,2,4,3
"17",3,3,2,1,2,4,3,4,1,1,4,4
"18",1,3,3,4,1,4,3,1,4,3,2,4
"19",2,4,3,2,4,4,4,2,4,2,3,1
"20",3,4,1,2,1,1,3,4,3,4,3,2
"21",1,4,3,3,2,3,1,4,3,3,1,1
"22",3,1,4,2,2,3,1,1,2,1,2,1
"23",2,1,2,2,3,1,2,1,4,3,1,1
"24",4,1,1,2,1,4,2,2,3,2,3,4
"25",1,3,2,4,3,4,2,2,2,3,4,1
"26",4,3,4,2,3,3,4,4,1,3,2,3
"27",3,1,3,4,4,3,3,2,1,2,1,4
"28",4,4,4,3,3,4,2,1,3,2,1,3
"29",1,2,1,1,1,3,2,3,1,2,3,1
"30",4,2,1,4,2,1,2,3,2,4,1,4
"31",1,3,4,1,4,2,3,3,3,1,1,2
"32",1,4,2,2,1,3,4,2,2,1,1,3
"33",4,3,2,4,1,2,1,1,2,2,3,2
"34",4,2,2,1,4,4,3,2,3,4,2,1
"35",4,1,3,3,1,2,4,3,2,3,4,1
"36",2,2,4,1,2,2,4,1,3,3,4,2
"37",2,1,2,4,4,3,2,4,3,1,4,3
"38",1,1,4,2,3,4,2,4,2,4,3,2
"39",4,4,2,1,3,1,1,3,4,2,2,4
"40",3,4,3,3,2,4,1,3,1,4,3,3
"41",2,4,3,2,4,2,2,1,2,4,2,4
"42",2,3,2,3,4,1,4,4,1,2,2,1
"43",1,2,3,2,3,1,1,2,1,2,4,4
"44",3,4,1,4,3,2,3,2,3,1,2,1
