"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,4,4,2,3,2,1,3,3,2,3,3,4,1,1
"2",3,3,1,4,2,4,1,1,2,1,2,3,1,4,3
"3",1,3,1,3,2,2,4,1,4,3,3,2,4,4,1
"4",4,3,3,4,2,3,1,3,1,2,1,2,2,1,4
"5",4,2,1,3,3,4,4,4,3,2,1,2,1,2,2
"6",1,4,2,3,2,3,2,4,1,4,2,4,2,4,2
"7",4,3,4,2,4,1,2,3,2,3,1,4,2,3,4
"8",1,4,4,4,4,3,2,1,4,1,2,2,3,2,3
"9",2,2,1,1,3,1,1,1,4,4,2,3,2,3,2
"10",4,2,4,2,4,4,2,2,2,4,3,3,3,4,1
"11",3,2,2,1,4,2,1,4,2,1,1,2,3,4,1
"12",2,1,2,3,4,3,4,2,3,2,1,3,4,4,4
"13",3,4,4,4,1,4,3,4,2,2,3,3,4,3,3
"14",3,2,3,2,2,1,4,4,1,4,2,3,4,1,3
"15",2,3,3,1,1,4,3,3,4,4,1,2,4,3,1
"16",3,4,2,2,1,1,1,2,4,3,4,2,1,3,3
"17",1,4,2,1,3,3,3,2,2,4,1,1,1,1,3
"18",4,4,2,1,2,2,4,2,4,2,2,4,2,2,1
"19",2,4,3,2,3,2,3,1,1,2,4,4,3,4,4
"20",1,1,3,1,2,1,2,4,2,2,4,1,3,2,3
"21",2,3,1,1,1,4,2,2,1,1,3,4,3,1,2
"22",1,2,2,4,1,2,3,3,4,4,3,3,1,2,4
"23",2,4,1,2,1,2,4,3,2,1,2,1,3,3,4
"24",4,3,1,3,4,3,3,4,4,4,4,3,3,1,3
"25",2,1,4,4,4,2,4,2,1,4,3,2,2,3,3
"26",4,4,3,4,2,1,3,2,3,3,1,1,3,4,2
"27",3,1,1,2,2,4,2,1,3,4,1,4,3,2,4
"28",4,1,1,1,1,3,3,3,1,3,4,2,2,4,3
"29",2,1,2,4,1,3,1,4,3,3,2,1,3,1,1
"30",3,1,4,3,3,2,2,4,4,2,2,1,1,4,4
"31",3,2,3,4,3,3,4,1,2,3,4,4,1,1,1
"32",4,3,4,3,1,2,1,1,2,4,4,1,2,2,2
"33",2,3,3,1,4,4,1,4,3,3,3,4,1,2,4
"34",2,2,4,3,1,1,3,2,3,1,1,4,2,1,3
"35",4,1,3,3,2,3,1,3,4,1,4,4,4,3,2
"36",1,2,2,3,3,4,1,2,1,3,4,1,4,3,4
"37",3,1,3,2,4,4,3,2,4,1,3,1,2,1,2
"38",1,2,4,2,2,4,4,3,3,1,4,2,1,4,2
"39",1,1,1,4,4,1,3,3,2,3,2,4,4,2,2
"40",1,1,3,2,1,2,2,1,1,2,1,3,1,3,1
"41",3,4,1,3,4,1,2,3,1,2,3,1,1,2,1
"42",2,3,2,4,3,1,4,4,3,1,4,3,2,3,1
"43",3,3,4,1,3,3,4,1,1,3,2,1,4,2,2
"44",4,2,2,1,3,1,2,1,3,1,3,2,4,1,4
