"","V1","V2","V3","V4","V5","V6"
"1",1,3,3,2,1,3
"2",4,2,2,3,3,4
"3",1,2,4,4,3,3
"4",1,4,1,3,4,3
"5",3,2,4,4,2,4
"6",3,2,3,3,2,3
"7",3,1,3,1,1,4
"8",3,3,4,3,4,1
"9",3,1,2,1,3,2
"10",1,4,4,3,2,1
"11",3,4,3,4,1,2
"12",2,1,1,2,4,1
"13",3,1,1,4,3,3
"14",4,3,2,4,2,3
"15",4,2,3,2,3,1
"16",2,2,1,2,3,4
"17",4,3,1,1,4,4
"18",1,2,2,4,4,1
"19",3,2,1,3,1,1
"20",4,1,4,1,2,1
"21",1,2,1,1,2,2
"22",2,4,3,4,4,4
"23",4,4,1,4,3,1
"24",3,3,2,2,4,3
"25",2,2,3,1,4,3
"26",1,1,2,3,2,2
"27",2,1,2,3,2,4
"28",1,3,3,1,3,1
"29",1,3,1,4,1,4
"30",4,1,3,4,4,2
"31",2,2,4,2,1,2
"32",2,3,2,3,3,2
"33",4,4,3,2,3,3
"34",3,4,4,1,4,2
"35",1,1,4,2,4,4
"36",4,4,4,3,1,4
"37",1,4,2,1,2,4
"38",2,3,4,3,3,2
"39",2,1,3,4,1,1
"40",2,4,2,1,1,1
"41",3,4,1,2,2,2
"42",4,1,1,2,1,3
"43",2,3,4,1,2,3
"44",4,3,2,2,1,2
