"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,12,14,3,9,21,13,11,8,16,6,21,21,5
"2",2,3,12,5,19,7,10,21,5,15,20,1,11,20
"3",13,2,2,20,7,10,2,17,10,13,9,20,15,17
"4",5,4,19,14,17,8,18,13,17,7,14,16,17,8
"5",8,10,10,22,12,13,19,22,21,2,1,18,2,22
"6",17,9,9,8,10,4,5,20,20,8,12,6,20,4
"7",1,22,11,12,6,16,1,1,1,3,16,14,19,12
"8",3,11,16,18,5,3,7,8,12,6,4,5,9,16
"9",18,5,7,1,1,9,21,6,2,11,2,12,10,6
"10",14,18,17,2,21,18,22,18,13,4,8,3,14,11
"11",10,15,3,6,15,6,9,4,6,5,10,17,5,10
"12",4,20,5,11,18,14,3,14,14,14,3,9,4,3
"13",21,17,8,16,16,2,15,16,4,21,5,13,18,15
"14",12,8,6,19,20,20,12,5,15,10,21,10,22,14
"15",20,21,22,4,4,1,11,12,18,12,22,19,1,13
"16",11,19,20,21,11,5,20,2,9,17,19,8,13,2
"17",22,1,1,13,13,22,14,10,11,1,15,2,7,1
"18",19,6,18,9,14,17,6,3,16,18,7,15,12,21
"19",16,13,15,10,8,15,17,15,7,9,18,11,6,18
"20",15,14,13,17,22,11,4,9,22,22,17,22,8,7
"21",9,7,21,15,2,19,8,19,3,20,11,7,3,9
"22",7,16,4,7,3,12,16,7,19,19,13,4,16,19
