"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,22,4,6,22,20,11,5,17
"2",9,17,6,21,3,9,18,3,5
"3",20,15,7,4,13,16,17,16,21
"4",4,14,18,3,8,3,12,4,10
"5",17,16,17,14,18,6,3,2,19
"6",19,3,12,11,9,21,15,1,3
"7",15,9,20,1,15,14,22,7,6
"8",7,5,15,5,20,11,7,15,4
"9",12,6,19,18,7,12,13,21,18
"10",6,21,13,8,10,7,21,18,16
"11",3,18,1,13,19,15,14,20,7
"12",11,7,8,10,17,5,16,10,13
"13",16,12,16,15,2,19,19,14,12
"14",18,1,2,2,5,8,6,13,14
"15",2,10,10,12,4,13,8,8,20
"16",10,19,21,9,6,18,4,11,1
"17",1,2,22,20,21,2,20,12,22
"18",14,11,3,16,11,4,9,17,2
"19",5,4,5,17,12,17,2,6,11
"20",22,8,9,7,1,1,1,22,8
"21",8,13,11,22,16,22,5,19,15
"22",21,20,14,19,14,10,10,9,9
