"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",20,6,3,18,10,16,13,12,13,17,16,17
"2",22,22,9,15,22,2,6,15,22,11,1,16
"3",12,20,5,21,18,11,22,22,5,21,18,12
"4",15,10,7,3,8,1,17,1,1,6,12,19
"5",10,16,17,19,9,9,2,4,18,18,6,20
"6",13,4,20,20,13,4,9,13,4,9,8,8
"7",18,1,22,11,1,20,7,2,9,22,10,14
"8",19,15,14,6,7,10,4,16,8,7,17,10
"9",9,11,11,13,20,17,5,8,2,16,14,6
"10",17,9,18,2,21,14,16,20,17,15,5,9
"11",11,5,13,9,14,19,8,21,19,3,20,21
"12",2,12,2,22,3,22,1,19,15,8,11,4
"13",5,3,4,4,17,12,3,7,12,5,4,13
"14",4,14,21,14,19,6,15,17,11,1,13,18
"15",6,7,8,10,6,8,11,18,6,19,3,1
"16",7,8,12,16,2,7,18,5,16,10,19,11
"17",3,21,19,1,4,15,12,9,3,12,22,22
"18",14,19,6,12,5,13,14,10,20,2,9,7
"19",1,2,15,5,11,3,21,11,21,20,15,5
"20",16,17,1,8,16,5,10,3,14,14,21,3
"21",8,18,10,7,12,21,19,14,10,13,7,15
"22",21,13,16,17,15,18,20,6,7,4,2,2
