"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",12,10,18,18,2,13,19,11
"2",4,16,12,5,17,11,21,6
"3",1,17,4,9,1,1,10,10
"4",18,1,13,10,13,12,5,12
"5",11,12,7,3,14,5,13,13
"6",19,13,22,8,8,15,12,4
"7",13,21,2,16,9,7,7,7
"8",6,8,15,6,5,6,6,20
"9",5,19,14,19,12,21,11,2
"10",10,15,9,13,7,19,2,17
"11",17,14,11,20,22,9,9,21
"12",8,2,10,21,6,3,18,5
"13",15,6,3,7,11,22,20,22
"14",2,4,19,14,10,8,14,16
"15",21,18,21,17,15,4,22,18
"16",14,11,17,12,19,2,3,3
"17",22,5,6,1,3,10,1,1
"18",7,22,5,11,20,14,17,19
"19",3,9,1,22,16,16,4,14
"20",20,7,8,15,18,18,15,8
"21",16,20,16,2,4,17,16,15
"22",9,3,20,4,21,20,8,9
