"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",22,22,19,1,22,22,22,9,14,16
"2",20,10,16,14,3,14,18,12,21,6
"3",2,16,3,16,16,16,17,5,13,13
"4",1,2,14,15,4,6,5,22,15,12
"5",6,21,9,21,8,9,15,11,11,5
"6",19,18,11,17,21,7,11,17,7,21
"7",15,15,15,11,11,11,6,7,17,19
"8",7,8,13,13,19,21,8,8,6,8
"9",5,5,21,10,9,17,20,15,8,20
"10",12,4,10,6,20,10,19,1,16,2
"11",14,14,4,12,10,3,21,21,5,7
"12",9,19,20,8,17,4,13,14,19,10
"13",3,17,18,3,13,13,7,19,3,3
"14",13,12,12,4,5,19,14,18,12,14
"15",10,1,2,7,1,12,12,10,4,17
"16",8,11,7,22,18,15,1,20,22,18
"17",11,13,22,18,2,1,2,6,9,1
"18",4,9,6,2,7,2,10,4,20,22
"19",17,3,1,19,12,20,9,16,18,4
"20",21,7,5,5,15,8,3,13,10,11
"21",18,20,8,9,6,18,4,2,1,9
"22",16,6,17,20,14,5,16,3,2,15
