"","V1","V2","V3","V4","V5","V6","V7"
"1",18,1,5,22,14,3,5
"2",13,17,11,1,10,21,2
"3",21,10,18,18,5,10,3
"4",7,9,21,21,20,22,20
"5",15,13,1,15,8,1,13
"6",2,4,2,13,22,17,1
"7",6,19,4,9,6,14,6
"8",20,16,10,7,21,7,11
"9",1,21,19,5,15,2,15
"10",17,18,20,12,1,12,17
"11",22,11,6,10,13,19,16
"12",14,5,22,6,12,9,7
"13",5,3,12,14,9,8,18
"14",4,8,8,2,2,4,9
"15",8,12,15,11,17,5,4
"16",3,15,16,20,11,15,10
"17",9,14,3,3,18,11,19
"18",19,6,14,4,7,16,21
"19",11,20,7,19,4,6,22
"20",10,2,17,8,3,20,12
"21",16,22,13,16,19,18,8
"22",12,7,9,17,16,13,14
