"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,17,19,2,8,9,17,3,13,9,16,1,15,10,9,18,8
"2",5,10,15,10,21,10,19,22,6,8,8,12,4,19,1,1,7
"3",14,5,14,4,7,15,5,19,3,14,2,3,10,20,15,16,12
"4",17,13,8,5,16,6,16,18,4,15,18,17,17,3,7,7,14
"5",3,9,2,6,14,20,4,14,11,3,13,4,3,8,10,6,18
"6",15,21,21,8,19,21,22,10,9,16,19,8,7,14,16,11,1
"7",7,7,6,9,5,3,20,11,19,5,21,11,16,21,18,13,16
"8",20,20,10,16,2,8,3,20,10,7,12,7,18,15,4,12,21
"9",19,15,18,7,13,16,7,5,18,6,7,15,20,16,19,5,11
"10",8,18,5,12,20,14,9,12,21,13,4,5,21,1,6,15,5
"11",10,16,11,1,1,12,21,15,20,22,6,21,9,9,13,3,22
"12",6,3,17,15,18,18,13,17,15,18,14,18,19,17,11,19,19
"13",16,14,3,14,3,13,10,8,5,2,17,20,2,18,12,20,6
"14",11,22,1,20,11,22,15,1,12,10,1,19,11,22,3,8,15
"15",18,4,9,17,22,2,11,2,22,12,15,2,6,12,14,2,13
"16",22,2,20,11,6,1,12,16,14,1,3,14,8,4,8,10,4
"17",9,8,16,18,4,17,8,7,8,21,20,9,14,5,5,4,10
"18",21,12,7,21,9,19,18,21,17,17,11,10,1,6,21,17,9
"19",1,1,12,22,12,11,1,13,1,11,22,22,22,11,22,9,3
"20",4,19,13,13,10,4,6,4,7,19,9,16,5,2,17,14,17
"21",13,6,4,3,15,5,2,6,16,20,10,13,12,13,2,21,2
"22",12,11,22,19,17,7,14,9,2,4,5,6,13,7,20,22,20
